0,1
0,a dog laying on a rug in a room
1,a view of a tree in the middle of a forest
2,a bottle of alcohol sitting on top of a bottle
3,a car parked on the side of a body of water
4,a black and white bird standing in the grass
5,a small bird standing on a tree branch
6,a white bird flying over a green field
7,a couple of sheep standing on top of a lush green field
8,a woman is looking at her cell phone
9,a wooden table with a vase on top of it
10,a bird is perched on a tree branch
11,a very tall building with a clock on it
12,a couple of horses standing next to each other
13,a sheep grazing on grass in a field
14,a group of people on a surfboard in the water
15,a bed that has a bunch of pillows on it
16,a brown and white cow standing on a road
17,four wooden bunk beds in a room
18,a group of people riding on the back of a horse drawn carriage
19,a living room filled with furniture and a lamp
20,a cat laying on a table next to a plant
21,a subway train with its doors open at the station
22,a red suitcase is sitting on a sidewalk
23,a black cat is sitting on a bench
24,a boat that is sitting in the water
25,a small white dog is sitting on a bed
26,a brown cow and a brown cow grazing in a field
27,a black cat laying down on a couch
28,a couple of birds sitting on top of a wall
29,a black and white photo of a train on a track
30,a close up of a cow in a field
31,a living room filled with furniture and a fire place
32,a close up of a motorcycle parked in a parking lot
33,a train traveling down train tracks next to a building
34,a small white dog walking through a lush green forest
35,a school bus parked in a parking lot
36,a dog laying on a rug next to a wooden chair
37,a brown horse standing next to a brown horse
38,a cat is sleeping on a red blanket
39,a sign that is on the side of a building
40,a close up of a bird on a branch
41,a black and white cat laying on a bed
42,a bike parked on the side of a building
43,a sheep is eating grass in a field
44,a cat sitting on top of a bench
45,a black and white bird sitting on a branch
46,a brown and white dog laying on a red blanket
47,a man riding a skateboard down a road
48,a large air plane on a run way
49,a man and a woman standing next to each other
50,a laptop computer sitting on top of a desk
51,a small toy model of a toy truck
52,a couple of people that are petting a horse
53,a motorcycle parked on the side of a dirt road
54,an old fashioned model of a model airplane
55,a bunch of toilets that are on display
56,a cat laying on top of a blanket on a bed
57,a cat is sleeping on a red couch
58,a brown horse standing on top of a grass covered field
59,a motorcycle parked on the side of a building
60,a large air plane flying in the air
61,a black bird is standing on a table
62,a woman sitting at a table with a cake
63,a blue truck parked in a parking lot
64,a double decker bus parked in front of a building
65,a large jetliner sitting on top of an airport runway
66,a group of zebras standing in a room
67,a couple of cows are grazing in a field
68,a couple of bikes parked in the snow
69,a black and white cow eating grass in a field
70,a cat sitting on a windowsill looking out the window
71,a large air plane on a run way
72,a man holding a bottle of wine in his hand
73,a television is sitting on a yellow shelf
74,a black and white cat laying on a couch
75,a cow that is standing in the dirt
76,a yellow school bus driving down a rural road
77,a train traveling down train tracks next to other tracks
78,a man sitting on a bench next to a woman
79,a city street with buildings and a street
80,a young boy is playing a video game
81,a train on a train track with a sky background
82,a white seagull flying over a body of water
83,a cat is looking out of a window
84,a man riding on the back of a brown horse
85,a man and a woman holding wine glasses
86,a person riding a horse in a field
87,a wooden table with chairs and a tree
88,a bike parked in a room next to a window
89,a couple of horses standing next to each other
90,a couple of kids sitting on a wooden table
91,a couple of dogs laying on a bed
92,a bicycle is parked next to a red and blue bike
93,a white cat laying on a red carpet
94,a man riding a bike down a street
95,a bike parked next to a yellow and metal bike
96,a person on a motorcycle on a track
97,a close up of a sheep in a field
98,a brown and white bird sitting on a tree branch
99,a black and white kitchen with a small refrigerator
100,a double decker bus parked on the side of the road
101,a car parked in front of a car
102,a motorcycle is parked on the side of a road
103,a dog sitting in the drivers seat of a car
104,a train that is sitting on the tracks
105,a man riding on the back of a brown horse
106,a man standing on top of a roof
107,a young boy is sitting in a car seat holding a cell phone
108,a green car parked in front of a building
109,a couple of potted plants sitting on a table
110,a man riding a paddle board in the water
111,a man and a woman standing next to each other
112,a double decker bus driving down a street
