0,1
0,a cat laying on a rug next to a stuffed animal
1,a bird sitting on the ground in a forest
2,a bottle of wine sitting on a table
3,a view of a large body of water
4,a black bird standing in the grass
5,a bird is sitting on a flower pot
6,a white bird flying in a field of grass
7,two sheep standing in a field next to a fence
8,a woman sitting at a table in a room
9,a wooden table and chairs with plates and glasses on it
10,two birds are sitting on a tree branch
11,a church with a clock tower in a city
12,two horses are looking out of a wooden barn
13,a sheep and a baby sheep grazing in a field
14,a group of people in the ocean with aogie board
15,a black and white couch with flowers on it
16,a brown and white cow standing in a field
17,a group of four chairs sitting at a table
18,a dog pulling a man in a sleigh with a man
19,a living room with a couch and a lamp on a table
20,a cat sitting on top of a wooden box
21,a subway train with its door open at a station
22,a black chair and a stool in front of a red wall
23,a bedroom with a chair and a bed and a book shelf
24,a black and white boat in the water
25,a cat laying on top of a carpet
26,a brown cow grazing in a field of grass
27,a black cat sitting on top of a couch
28,a white tile floor in a bathroom
29,a black and white photo of a train on the tracks
30,a brown and white cow standing behind a fence
31,a living room with a couch and a fireplace
32,a black motorcycle parked in a parking lot
33,a baseball bat sitting on top of a field
34,a white dog standing in the grass near a tree
35,a yellow school bus driving down a street with a fire hydrant
36,a dog laying on the floor under a table
37,a brown horse standing in front of a fence
38,an orange and white cat sleeping on a blanket
39,a sign that says love wet bar on a truck
40,a black bird with a red beak
41,a black and white cat laying on a bag
42,an old building with windows and balconies on it
43,a sheep grazing in a field behind a fence
44,a cat sitting on top of a chair
45,a bird is standing in the tall grass
46,an orange and white cat sleeping on a couch
47,a small plane on a runway with people standing around it
48,a delta connection airplane sitting on an airport runway
49,two women standing in front of a house with an american flag
50,a laptop computer sitting on a table with glasses of beer
51,a model of a racing car on a table
52,a man and woman standing next to two horses
53,a motorcycle parked on the side of a road
54,a small plane is on display in a museum
55,a group of boats parked in a building
56,a brown and white rabbit sitting on a couch
57,a cat laying on top of a blanket
58,a small dog on a leash standing on the ground
59,a motorcycle parked in front of a building
60,a fighter jet sitting on top of a statue
61,a bird standing next to a yellow flower
62,a woman sitting at a table with a cake and a bottle of liquor
63,a purple truck with a band painted on the back
64,four red double decker buses parked in a parking lot
65,a white and red airplane on an airport runway
66,a living room with a couch and a table
67,a couple of cows grazing in a field
68,a bike parked in the snow in a yard
69,a black and white cow standing in a field
70,a cat sitting on a window sill looking out
71,an airplane parked on the tarmac at an airport
72,a man holding up a bottle of beer
73,a television sitting on top of a dresser
74,a close up of a black and white cat
75,a cow standing in the doorway of a building
76,an empty road in front of a forest of trees
77,a train traveling down the tracks with a train sidxsenalsenalsenalangering A�
78,a man standing next to a man sitting in a chair
79,a city street with a fence and a street with buildings
80,a bed with a black and purple comforter on it
81,a train is traveling down the tracks
82,a white bird flying over the water
83,a close up of a wood paneled wall
84,a man in a cowboy hat riding a horse
85,a man and a woman sitting at a table with glasses
86,a man in armour riding a white horse
87,a table and chair in front of a tree
88,a bike parked in a room with a basket
89,a horse and a baby horse standing in a field
90,a man and a woman holding a baby
91,three dogs laying on top of a bed
92,a red bike parked next to a blue house
93,a white cat laying on its back on a floor
94,a man riding a bike in front of a car
95,a yellow bike parked next to a pole
96,a person riding a blue motorcycle on a track
97,a black sheep is standing in the grass
98,a bird sitting on top of a wooden post
99,a person sitting in the door of a red train
100,two double decker buses parked in a parking lot
101,a small blue car parked next to a building
102,a close up of a motorcycle on a road
103,a dog sticking its head out of a car window
104,a red train is traveling down the tracks
105,a person standing in a field of green grass
106,a small airplane sitting on top of a monument
107,a young child sitting in a car seat
108,a double decker bus is parked in the grass
109,three potted plants sitting on a window sill
110,two people in a boat in the rapids of a river
111,two men standing on the side of a road
112,a double decker bus driving down a city street
113,a kitchen with a table with a vase of flowers on it
114,a group of tall buildings in a city
115,an orange and white cat walking on a table
116,a red couch in a living room with a book shelf
117,a man is riding a bike on a road
118,a train on the tracks next to a fence
119,a microwave sitting on top of a cabinet in a kitchen
120,a white dog is sitting on a couch
121,a red car is parked on the street
122,a silver car parked in a parking lot
123,a bird is standing in the grass
124,a sunset in the sky with a telephone pole
125,a white microwave sitting on top of a counter
126,a red double decker bus driving down a street
127,a small television with a screen on top of it
128,a black and white cow standing behind a fence
129,two white birds flying in the blue sky
130,a small plane flying in the blue sky
131,a woman is wearing a tie on a shirt
132,a bottle of wine sitting next to a wine glass
133,a group of people waiting for a train at a subway station
134,a vase sitting on the floor next to a window
135,a red motorcycle is parked on a stand
136,a row of motorcycles parked on the side of a street
137,a brown horse standing behind a wire fence
138,a group of people in a living room
139,a gray and white cat with blue eyes
140,a man standing on a skateboard in the street
141,a red motorcycle parked in the grass next to a tree
142,a rope with a bundle of wool on a boat in the water
143,a bus parked on the side of a street
144,a black cat laying on a chair in a window
145,a man in a police uniform standing on a street
146,a blue bus is parked on the street
147,an airplane is flying in the sky
148,a store with a display in the front of a building
149,a bike parked on the side of a street with a box
150,a black train traveling down the tracks near a city
151,a yellow and blue bus driving down a street
152,a group of potted plants sitting on a tile floor
153,a living room with a table and a staircase
154,a cloudy sky with a kite in the sky
155,a boat in the water next to a wind turbine
156,a red and yellow double decker bus parked in a lot
157,a group of people sitting at a table
158,a cactus in a pot on the side of a sidewalk
159,a woman sitting at a desk with a ball
160,a man riding a motorcycle down a street
161,a red bike parked next to a tree
162,a brown dog standing next to a fence
163,a woman sitting on the step with a pig sitting on a porch
164,two men standing next to each other wearing ties
165,a woman is walking down a dirt road
166,a sign next to a palm tree with a picture of a man
167,a man laying on a couch with a cat on his lap
168,an airplane is taking off from an airport runway
169,a group of animals standing in the street
170,a white puppy laying on a dog bed
171,a bird with a long beak standing on the beach
172,a yellow car on a track with two people in it
173,a train on the tracks in front of a train station
174,a red car parked in a parking lot
175,a man is holding a bottle of beer
176,a table and chairs with a candle on top of it
177,a cat sitting on top of a wooden chair
178,a white boat sitting in the water next to a sign
179,a bus is parked next to a stop sign
180,a living room with a blue chair and a table
181,a cow and a baby cow laying in the grass
182,a living room with a tv in a entertainment center
183,a bird is sitting on a tree branch
184,a plane is on display in a museum
185,two cats laying in the grass next to a fence
186,a cat walking on the ground in the sun
187,a white dog laying in the grass with its paw on a towel
188,a group of black sheep standing in a field
189,a horse with a saddle is running behind a fence
190,a bus is driving down a city street
191,a woman standing next to a horse in a barn
192,a wheel of a bike on a street
193,two sheep standing next to a rock wall
194,a sheep grazing on a hill next to a body of water
