0,1,2
0,a dog laying on the floor next to a chair.,0.9105947017669678
1,a bird sitting on the ground in the woods.,0.9280923008918762
2,a bottle of alcohol and a glass on a table.,0.9803041219711304
3,a couple of islands in the middle of the water.,0.9361249208450317
4,a black and white bird standing on the grass.,0.9910537004470825
5,a bird sitting on top of a flower pot.,0.9783535599708557
6,a white bird flying over a green field of grass.,0.9205635190010071
7,a sheep and a lamb standing in the grass.,0.9166017770767212
8,a woman with long blonde hair sitting in a room.,0.9854379296302795
9,a table with two plates and a window.,0.9309592843055725
10,a couple of birds perched on a tree branch.,0.9711906909942627
11,a church with a large clock on the front of it.,0.8686904907226562
12,a couple of horses sticking their heads out of a wooden fence.,0.950239360332489
13,a couple of sheep grazing in a field of grass.,0.9614392518997192
14,a group of people playing in the water with a boogie board.,0.9522964954376221
15,a black couch with white flowers on it.,0.9685574173927307
16,a brown and white cow standing next to a road.,0.9535097479820251
17,a group of wooden chairs sitting next to each other.,0.9899421334266663
18,a man and a woman riding in a sled in the snow.,0.935904324054718
19,a living room with a couch and a lamp.,0.9970967769622803
20,a cat laying on top of a table.,0.8883880972862244
21,a subway train with its doors open at a station.,0.9264476895332336
22,a laptop computer sitting on top of a red stool.,0.8798985481262207
23,a close up of a couch and a chair with a book shelf.,0.8898565173149109
24,a boat in the water with balls on it.,0.8724167943000793
25,a small white dog laying on a blanket on a bed.,0.9168993830680847
26,a brown cow grazing in a field of grass.,0.9895740151405334
27,a black cat laying on a couch.,0.9996943473815918
28,a small living room with two beds and a table.,0.871271550655365
29,a black and white photo of a train on the tracks.,0.9813635945320129
30,a brown and white cow standing next to a fence.,0.9873476028442383
31,a living room with a fireplace and a mirror.,0.9973512291908264
32,a couple of motorcycles parked next to each other.,0.917890191078186
33,a view of a building with a sky in the background.,0.9400842785835266
34,a white dog standing in a field of grass.,0.9848650097846985
35,a school bus is driving down a street next to a fire hydrant.,0.9615604281425476
36,a black and white dog laying under a table.,0.9178435206413269
37,a brown horse with a white mane standing in a field.,0.9445531964302063
38,a cat laying on a blanket on a bed.,0.9726998805999756
39,a bird flying in the sky.,0.9597198367118835
40,a close up of a bird with a red beak.,0.8950901627540588
41,a black and white cat sleeping on a bed.,0.9745678901672363
42,a wall of a building with a window and a metal gate.,0.8296336531639099
43,a sheep is standing in a field behind a fence.,0.8890385627746582
44,a black and white cat sitting on top of a chair.,0.9969953298568726
45,a couple of birds sitting on top of each other.,0.950263261795044
46,a cat sleeping on top of a red couch.,0.9387985467910767
47,a couple of small planes on a runway.,0.9184799194335938
48,a large airplane is sitting on a runway.,0.9511129856109619
49,a couple of women standing in front of a house with a flag.,0.9949155449867249
50,a laptop computer sitting on top of a table.,0.9998232126235962
51,a race car with two tires on a table.,0.9335872530937195
52,a man and a woman petting a horse.,0.9426599740982056
53,a black motorcycle parked on the side of a road.,0.9981202483177185
54,a small airplane is on display in a museum.,0.9406656622886658
55,a group of boats on display in a building.,0.9480820298194885
56,a bunny rabbit sitting on a bed.,0.907823920249939
57,a cat laying on top of a red and black couch.,0.8842358589172363
58,a dog on a leash standing in front of leaves.,0.9806032776832581
59,a motorcycle parked in front of a building.,0.994948148727417
60,a fighter jet flying through the sky next to a tree.,0.8914926648139954
61,a bird standing on a table next to a flower.,0.9663572907447815
62,a chocolate cake with lit candles on top of a table.,0.9654137492179871
63,a truck with a yellow sticker on the back of it.,0.8932318091392517
64,a group of buses parked in front of a building.,0.971507728099823
65,a red and white airplane is sitting on a runway.,0.9420590400695801
66,a living room with a couch and a table.,0.9759092330932617
67,a couple of cows standing next to each other in a field.,0.9203572273254395
68,a couple of bikes parked in the snow.,0.9943472743034363
69,a black and white cow standing in a field next to a fence.,0.95762699842453
70,a cat sitting on a window sill looking out of a window.,0.9676642417907715
71,a large airplane sitting on top of an airport runway.,0.9531663656234741
72,a man with a white shirt and a black hair.,0.842756986618042
73,a close up of a television on a shelf.,0.9758347272872925
74,a close up of a black and white cat.,0.9940497875213623
75,a brown cow standing outside of a blue door.,0.9787136912345886
76,a bunch of trees in front of a street.,0.8615623712539673
77,a red and black train on the tracks under power lines.,0.9527846574783325
78,a man sitting in a chair next to a pair of shoes.,0.9778184294700623
79,a building with flowers in front of it and a street.,0.8636059761047363
80,a man is drinking a bottle of beer.,0.9293360114097595
81,a red and yellow train traveling down the tracks.,0.9490405917167664
82,a white bird flying over a body of water.,0.9948946833610535
83,a close up of a wall with a line of light.,0.9154200553894043
84,a woman riding on the back of a horse.,0.999153196811676
85,a man and a woman sitting at a table with wine glasses.,0.9077107906341553
86,a man riding on the back of a white horse.,0.9812368154525757
87,a table and chairs sitting under a tree.,0.8965244889259338
88,a bike parked in a room next to a basket.,0.8969247341156006
89,a white horse and a baby horse grazing in the grass.,0.8394619226455688
90,a man and a woman holding a baby in a room with a vase.,0.9598709940910339
91,a group of dogs laying on a bed.,0.9929484128952026
92,a red bike parked next to a blue building.,0.9185267686843872
93,a white and orange cat laying on a orange floor.,0.9115767478942871
94,a man riding a bike next to a car.,0.9953803420066833
95,a yellow bike parked next to a water hydrant.,0.927583634853363
96,a person riding a motorcycle on a race track.,0.969468355178833
97,a black sheep standing in the hay.,0.9923312067985535
98,a small bird perched on top of a wooden post.,0.9267423152923584
99,a red train with a bucket of trash in the window.,0.9548087120056152
100,a couple of double decker buses parked next to the water.,0.9709821343421936
101,a silver car parked next to a truck.,0.8608767986297607
102,a motorcycle is riding on a road with a field.,0.9159244894981384
103,a dog sitting in the passenger seat of a car.,0.9916709065437317
104,a red train is traveling down the tracks.,0.9765477180480957
105,a man riding on a horse on a field.,0.9173413515090942
106,a small airplane sitting on top of a display.,0.8555196523666382
107,a young boy sitting in a car seat.,0.975505530834198
108,a couple of double decker buses parked next to each other.,0.997729480266571
109,a group of potted plants on a window sill.,0.9827958345413208
110,a couple of people in a raft in a river.,0.9202172160148621
111,a close up of a man standing in front of trees.,0.9092128276824951
112,a double decker bus driving down a city street.,0.9895893335342407
113,a wooden table with chairs and a vase of flowers on it.,0.9819647073745728
114,a group of tall buildings in a city.,0.9143645763397217
115,a close up of a cat with a black background.,0.9081987738609314
116,a red couch with pillows sitting next to a book shelf.,0.98580002784729
117,a man riding a bike on a street.,0.943744957447052
118,a train is traveling down the tracks near a field.,0.9467693567276001
119,a microwave oven mounted to the side of a wall.,0.9212242960929871
120,a white dog sitting on a couch.,0.9827824234962463
121,a red car is sitting on the street.,0.9160273671150208
122,a car with a license plate on the back of it.,0.9966119527816772
123,a small bird is standing in the grass.,0.9933239221572876
124,a blurry picture of a tree in the sky.,0.8599807620048523
125,a close up of a television screen on a wall.,0.9265710115432739
126,a red double decker bus driving down a street.,0.9320715665817261
127,a close up of a computer monitor with a keyboard.,0.8880254626274109
128,a black and white cow standing behind a wooden fence.,0.9732803702354431
129,a couple of white birds flying in the blue sky.,0.9488446712493896
130,a small plane flying through a blue sky.,0.9498817324638367
131,a woman is posing for a picture in a sweater.,0.8445533514022827
132,a bottle of wine next to a wine glass.,0.9187675714492798
133,a group of people walking on a subway platform.,0.9219129085540771
134,a black and white container with a bunch of knives on it.,0.8238816261291504
135,a red motorcycle parked next to a wall.,0.8878059983253479
136,a row of motorcycles parked on the side of a street.,0.9926049709320068
137,a brown horse standing behind a wire fence.,0.9769802689552307
138,a group of people sitting in a living room with a laptop.,0.9357132911682129
139,a black and white cat looking at the camera.,0.9330747723579407
