0,1,2
0,a dog laying on the floor next to a person.,0.9129114747047424
1,a couple of birds sitting on the ground in a field.,0.9296046495437622
2,a glass of wine glass sitting on top of a table.,0.895380973815918
3,a body of water with a island in the middle of it.,0.8761282563209534
4,a black and white bird standing in the grass.,0.9390856623649597
5,a bird standing on top of a table.,0.9000464081764221
6,a white bird flying over a field of grass.,0.9573562145233154
7,a couple of sheep standing in the grass next to a fence.,0.8999402523040771
8,a close up of a close up of a wooden door.,0.8181493282318115
9,a wooden table with plates and chairs in a room.,0.9644638299942017
10,a red bird sitting on top of a tree branch.,0.8487609028816223
11,a large cathedral with a clock tower on top of it.,0.8616652488708496
12,a brown horse sticking its head through a fence.,0.8699719309806824
13,a couple of sheep grazing in a field of grass.,0.977894127368927
14,a group of people standing around a raft in the ocean.,0.8606331944465637
15,a living room with a couch and a painting on the wall.,0.8471729159355164
16,a couple of cows standing in a field.,0.88257896900177
17,a group of wooden chairs and scissors in a room.,0.8355036973953247
18,a group of people pulling a horse drawn carriage in the snow.,0.9120994210243225
19,a living room with a couch and a window.,0.8825244307518005
20,a cat laying on top of a wooden bench.,0.949827253818512
21,a subway train with its doors open on the tracks.,0.8620956540107727
22,a chair and a table next to a red wall.,0.93441241979599
23,a man sitting on a bench in front of a wall.,0.8789901733398438
24,a white boat sitting in front of a cloudy sky.,0.8194608092308044
25,a small dog sitting on top of a bed.,0.9189990758895874
26,a brown dog standing in the grass in the grass.,0.9029519557952881
27,a black cat laying on top of a couch.,0.9957957863807678
28,a young man standing on the floor with a book.,0.7645056247711182
29,a black and white photo of a train on the tracks.,0.996125340461731
30,a white sheep standing next to a brown dog.,0.9304524660110474
31,a living room with a couch and a fireplace.,0.9943436980247498
32,a black motorcycle parked in front of a building.,0.9476112723350525
33,a train sitting on the tracks in a room.,0.875601053237915
34,a white dog standing in the grass in a forest.,0.9549097418785095
35,a couple of school buses parked next to a fire hydrant.,0.93678879737854
36,a brown and white dog laying on the floor.,0.9363322257995605
37,a brown horse standing in front of a fence.,0.9130547642707825
38,a white cat laying on top of a bed.,0.9299428462982178
39,a couple of white buses parked in a parking lot.,0.8777574896812439
40,a grey cat with a red eye sitting on a rock.,0.7506405711174011
41,a black and white cat laying on a blanket.,0.9717284440994263
42,a bicycle parked in front of a building with two windows.,0.8841334581375122
43,a sheep standing in a field behind a fence.,0.8977877497673035
44,a cat sitting on top of a chair in a room.,0.9172970652580261
45,a couple of birds standing next to a bunch of plants.,0.9494649767875671
46,a cat sleeping on top of a pink couch.,0.7734565138816833
47,a couple of planes sitting on a runway at an airport.,0.8982285857200623
48,a large airplane sitting on the runway at an airport.,0.9276514649391174
49,a couple of women standing in front of a flag.,0.9197564721107483
50,a laptop computer sitting on top of a table.,0.9839640259742737
51,a red fire truck sitting on top of a table.,0.8779320120811462
52,a man and a woman petting a cow.,0.914269745349884
53,a motorcycle parked on the side of a road.,0.9556097388267517
