0,1,2
0,a dog laying on the floor next to a person.,0.8976444602012634
1,a couple of birds sitting in front of a tree.,0.9449427723884583
2,a glass of wine and a glass on a table.,0.9391392469406128
3,a body of water with a island in the middle of it.,0.9699450731277466
4,a black and white bird standing in the grass.,0.9960866570472717
5,a bird standing on top of a tree branch.,0.9414884448051453
6,a white bird flying over a field of grass.,0.9693147540092468
7,a couple of sheep grazing in the grass.,0.8864151239395142
8,a young girl sitting in a chair looking at a plant.,0.8757437467575073
9,a wooden table with plates and flowers in a room.,0.8778918981552124
10,a red and white bird sitting on a tree branch.,0.8900114297866821
11,a large cathedral with two trees in front of it.,0.8507636189460754
12,a brown horse standing next to a wooden fence.,0.9328171014785767
13,a sheep grazing in a field of grass.,0.9500086903572083
14,a group of people and a raft in the ocean.,0.8554791808128357
15,a living room with a black couch and pictures on the wall.,0.8735686540603638
16,a brown and white cow standing next to a tree.,0.9662694931030273
17,a group of wooden chairs sitting in a room.,0.9245746731758118
18,a group of people riding in a horse drawn carriage in the snow.,0.8386130928993225
19,a living room with a green couch and a wall.,0.8844720125198364
20,a cat laying on top of a wooden chair.,0.9608960151672363
21,a couple of trains are on the tracks.,0.8054219484329224
22,a pair of orange stools sitting next to red red wall.,0.7139793038368225
23,a man sitting on a bench in front of a window.,0.8747643232345581
24,a couple of boats sitting in the water.,0.848060131072998
25,a white dog laying on top of a bed.,0.8947415351867676
26,a brown cow grazing in a field with a dog.,0.9305269122123718
27,a black cat laying on top of a couch.,0.9939950108528137
28,a man in a suit and tie standing in a room.,0.8680116534233093
29,a couple of trains parked next to each other.,0.864822268486023
30,a brown and white dog and a brown horse in the grass.,0.8830206394195557
31,a living room with a couch and a fireplace.,0.9248994588851929
32,a black motorcycle parked on the side of a street.,0.9038590788841248
33,a young man wearing a helmet looking at a cell phone.,0.811756432056427
34,a white dog standing in the grass in a forest.,0.9784820079803467
35,a yellow school bus driving down a city street.,0.9617665410041809
36,a brown and white dog laying on the floor next to a mirror.,0.9589331746101379
37,a brown horse standing next to a fence.,0.9853638410568237
38,a white cat laying on top of two stuffed animals.,0.6846807599067688
39,a couple of buses parked in a parking lot under a cloudy sky.,0.8709649443626404
40,a close up of a cat with a green background.,0.7361209988594055
41,a black and white cat laying on a floor.,0.81596839427948
42,a bicycle parked in front of a building with two windows.,0.8759288787841797
43,a sheep grazing in a field of grass.,0.9511741995811462
44,a cat sitting on top of a chair.,0.9436783790588379
45,a couple of birds standing in the grass.,0.9381884336471558
46,a brown dog laying on a red couch.,0.8016089797019958
47,a couple of planes sitting on the runway at an airport.,0.8221109509468079
48,a large airplane sitting on the runway at an airport.,0.8758115768432617
49,a couple of women standing in front of a flag.,0.9664700031280518
50,a laptop computer sitting on top of a table.,0.9952715039253235
51,a couple of red school buses sitting next to each other.,0.8503817915916443
52,a man standing next to a baby horse.,0.9143614768981934
53,a motorcycle parked on the side of a road.,0.9929899573326111
54,a small plane parked in a hangar.,0.914288341999054
55,a group of white boats parked in a warehouse.,0.8496567606925964
56,a couple of cats sitting on a couch.,0.9191243052482605
57,a cat laying on top of a table.,0.9120712280273438
58,a dog standing in a pile of leaves with a stick in its mouth.,0.8050119280815125
59,a black motorcycle parked on the side of a building.,0.9568226337432861
60,a red and white airplane flying in the sky over trees.,0.8916702270507812
61,a couple of birds standing on a couch.,0.8362711071968079
62,a woman sitting at a table with a cake and a plate.,0.9413487315177917
63,a laptop computer sitting on the side of a street.,0.8482178449630737
64,a group of red double decker buses parked in a building.,0.9149277806282043
65,a red and white airplane on a runway.,0.9042366147041321
66,a couch sitting on top of a table in a living room.,0.8494471907615662
67,a couple of black cows standing in a field.,0.9446251392364502
68,a bike covered in snow in a pile of snow.,0.8081191778182983
69,a black and white cow standing in a field.,0.9444738030433655
70,a cat sitting on a window sill looking out a window.,0.9350679516792297
71,a large airplane parked on the runway at an airport.,0.9706506133079529
72,a man holding a bottle of beer in a room.,0.96128910779953
73,a close up of a television with a window.,0.791589081287384
74,a black and white cat laying on its back.,0.8658469319343567
75,a brown dog tied to a tree in front of a door.,0.8350955247879028
76,a yellow school bus driving down a road.,0.9459907412528992
77,a person standing next to a train on the tracks.,0.8913707137107849
78,a couple of men sitting in a living room.,0.8563467860221863
79,a man walking down a street in front of a building.,0.8204470872879028
80,a man sitting at a desk with a bottle of beer.,0.986889123916626
81,a couple of trains traveling down the tracks.,0.8450298309326172
82,a white bird swimming in a body of water.,0.9115781188011169
83,a cat sitting in front of a window.,0.8920420408248901
84,a man sitting on the back of a horse.,0.9349232912063599
85,a man and a woman sitting at a table holding wine glasses.,0.9803674817085266
86,a white horse standing in the grass in a field.,0.9559561610221863
87,a wooden table in front of a tree with chairs.,0.8352808356285095
88,a bicycle parked next to a wall in a room.,0.835030734539032
