0,1
0,a dog laying on the floor next to a pair of shoes
1,a couple of birds that are standing in the grass
2,a bottle of alcohol sitting on top of a table
3,a car parked on the side of the water
4,a black and white bird standing in the grass
5,a small bird sitting on top of a plant
6,a white bird is flying in the grass
7,a couple of sheep standing on top of a grass covered field
8,a woman sitting at a table with a plate of food
9,a table with a bowl of food on it
10,a couple of birds sitting on a tree branch
11,a very tall clock tower towering over a city
12,a brown horse standing next to a wooden fence
13,a white and black cow grazing in a field
14,a group of people on a surfboard in the water
15,a bed with a black and white bed
16,a brown and white cow standing on top of a lush green hillside
17,a group of wooden chairs sitting next to each other
18,a group of people riding on a horse drawn carriage
19,a living room filled with furniture and a window
20,a cat that is laying down on a chair
21,a silver train with its doors open at a station
22,a cell phone sitting on top of a sidewalk
23,a black cat is sitting on a bench
24,a large boat in a body of water
25,a small white dog is sitting on a bed
26,a brown cow grazing on grass in a field
27,a black cat laying down on a couch
28,a view of a bathroom with a shower curtain
29,a black and white photo of a train
30,a close up of a cow in a field
31,a living room filled with furniture and a fire place
32,a black and silver motorcycle is parked on a runway
33,a man standing in front of a train
34,a white and brown dog standing in a field
35,a school bus parked in a parking lot
36,a dog laying on the floor next to a wooden chair
37,a brown horse standing next to a metal fence
38,a cat laying on a bed with a stuffed animal
39,a group of birds flying in the sky
40,a close up of a bird with a blurry background
41,a black and white cat sitting on a chair
42,a bike parked in front of a building
43,a sheep is eating grass in a field
44,a cat sitting on top of a bench
45,a small bird sitting on a tree branch
46,a dog is sleeping on a red blanket
47,a person on a skateboard on a street
48,a large air plane on a run way
49,a couple of people standing next to each other
50,a laptop computer sitting on top of a desk
51,a red toy car sitting on top of a car
52,a man and a woman petting a horse
53,a motorcycle parked on the side of a road
54,a model of a model airplane with a propeller
55,a group of white boats sitting in a warehouse
56,a cat laying on top of a blanket on a bed
57,a cat that is laying down on a table
58,a brown horse standing on top of a grass covered field
59,a motorcycle parked in front of a building
60,a large air plane flying in the air
61,a large bird is standing on a table
62,a woman sitting at a table with a cake
63,a truck that is parked on a street
64,a group of double decker buses parked in front of a building
65,a large jetliner sitting on top of an airport runway
66,a living room filled with furniture and a window
67,a couple of cows grazing in a field
68,a couple of snow covered bikes on the snow
69,a black and white cow grazing in a field
70,a cat sitting on a windowsill looking out the window
71,a large air plane on a run way
72,a man holding a bottle of wine and a bottle of wine
73,a flat screen tv sitting on top of a table
74,a black and white cat laying on a couch
75,a cow that is standing in the dirt
76,a school bus parked on the side of the road
77,a train traveling down train tracks next to a building
78,a man sitting on a couch next to a woman
79,a man is walking down the street in front of a building
80,a young man is holding a pair of scissors
81,a train traveling down train tracks next to a building
82,a white swan swimming in the ocean
83,a cat is looking out of a window
84,a man riding on the back of a brown horse
85,a man and a woman holding wine glasses
86,a man riding on the back of a white horse
87,a wooden table with chairs and a wooden table
88,a bicycle is parked next to a basket
89,a couple of horses that are standing in the grass
90,a group of people sitting around a wooden table
91,a couple of dogs that are laying on a bed
92,a bike parked next to a blue building
93,a white cat is laying on a red carpet
94,a man riding a bike down a street
95,a bike parked next to a metal fence
96,a person riding a motorcycle on a track
97,a black cow standing next to a black bear
98,a small bird sitting on a tree branch
99,a black and red train is sitting on the tracks
100,a double decker bus parked in a parking lot
101,a blue truck parked in a parking lot
102,a person riding a motorcycle on a track
103,a dog sitting in the drivers seat of a car
104,a train traveling down train tracks next to a forest
105,a man riding on the back of a brown horse
106,a man standing next to a small airplane
107,a baby is sitting in a car with a cell phone
108,a double decker bus parked in a lot
109,a vase of flowers in front of a brick building
110,a man riding a wave on top of a surfboard
111,a couple of people standing next to each other
112,a double decker bus driving down a street
113,a vase of flowers sitting on a table
114,a large building with a clock tower in the background
115,a cat that is standing on a blanket
116,a living room with a red couch and book shelf
117,a man riding a bike down a street
118,a train traveling down train tracks near a field
119,a microwave oven sitting on top of a refrigerator
120,a white teddy bear sitting on top of a couch
121,a red piece of luggage sitting on the floor
122,a car parked in a parking lot next to a parking meter
123,a close up of a small bird in the grass
124,the sun is setting on a cloudy day
125,a microwave oven sitting on top of a microwave
126,a red double decker bus driving down a street
127,a cell phone with a message on it
128,a black cow standing next to a wooden fence
129,a white bird flying in the blue sky
130,a white and blue plane flying in the sky
131,a woman wearing a dress and sunglasses is talking on a cell phone
132,a bottle of wine and a glass of wine
133,a group of people walking down a train station
134,a vase with a flower in it sitting on a table
135,a red motorcycle parked on the side of a road
136,a group of motorcycles parked on a street
137,a brown horse standing next to a wire fence
138,a group of people sitting around a living room
139,a close up of a cat in a mirror
140,a man riding a skateboard down a street
141,a red and black train traveling through a lush green field
142,a couple of boats are on the water
143,a bus parked on the side of the road
144,a cat laying on a chair in a room
145,a man standing next to a man on a bike
146,a blue bus parked in a parking lot
147,a large jetliner flying through a cloudy sky
148,a store with a clock on the wall
149,a bike parked next to a wooden bench
150,a train traveling down train tracks next to a building
151,a blue and yellow bus driving down a street
152,a bunch of potted plants sitting on a counter
153,a wooden table with a vase of flowers
154,a sail boat on the water at sunset
155,a group of people on a boat in the water
156,a double decker bus parked in a field
157,a group of people sitting at a table
158,a potted plant sitting on a sidewalk next to a potted plant
159,a woman holding a wii remote in her hand
160,a person riding a motorcycle on a city street
161,a bike parked next to a tree in a park
162,a brown dog standing on top of a dirt field
163,a man cutting a cake with a knife
164,a man and woman cutting a wedding cake
165,a woman standing in a field holding a cell phone
166,a picture of a cat on a pole
167,a cat laying on top of a persons lap
168,a large air plane flying in the air
169,a couple of cows standing on a dirt road
170,a white dog laying on a white blanket
171,a large bird is standing on the beach
172,a yellow and black car parked in a parking lot
173,a train that is sitting on the tracks
174,a red car parked in a parking lot
175,a man holding a cell phone in his hand
176,a dining room table with chairs and a table
177,a cat sitting on top of a wooden chair
178,a boat is sitting in a body of water
179,a black and white photo of a bus
180,a living room filled with furniture and a book shelf
181,a couple of animals that are laying down in the grass
182,a living room with a tv and a fireplace
183,a yellow and black bird perched on a branch
184,a large propeller airplane sitting inside of a hangar
185,a baby elephant laying on top of a grass covered field
186,a cat that is standing on a rock
187,a white dog with a blue sweater on its head
188,a herd of sheep standing on top of a grass covered field
189,a brown horse standing next to a brown horse
190,a bus that is driving down the street
191,a woman standing next to a horse in a barn
192,a man riding a bike down a street
193,a white sheep standing next to a tree
194,a white horse standing on top of a lush green field
195,a large building with a clock tower on top
196,a yellow and black truck parked in a parking lot
197,a group of buses parked in a parking lot
198,a man sitting on a boat in the water
199,a large passenger jet flying through a blue sky
200,a woman standing next to a train car
201,a baby sleeping on a bed with a cat
202,a young boy holding a cell phone in his hand
203,a cat sitting on a chair in a room
204,a flock of birds flying in the sky
205,a woman and a dog are on a rug
206,a red and white train traveling down train tracks
207,a gray and white cat sitting on a rock
208,a couple of dogs standing in the snow
209,a couple of sheep standing on top of a grass covered field
210,a dog is walking on a dirt road
211,a large air plane flying in the air
212,a horse that is standing in the dirt
213,a bike parked next to a metal fence
214,a brown dog standing next to a cat
215,a black and white photo of a bird flying in the air
216,a black and white photo of a boat in the water
217,a boat that is sitting in the water
218,a wooden chair sitting next to a wooden chair
219,a blue and white train traveling down train tracks
220,a blue truck parked in a grassy field
221,a group of buses parked in a parking lot
222,a living room with a television and a couch
223,a person standing in a room holding a wii remote
224,a flat screen tv sitting on top of a shelf
225,a close up of a bowl of food on a table
226,a couple of men standing next to each other
227,a small plane flying in the sky
228,a man sitting on a couch using a cell phone
229,a person holding a remote control in their hand
230,two cats are sitting on a bed together
231,a small bird sitting on a wooden post
232,a motorcycle parked on the side of the road
233,a couple of sheep are standing in the snow
234,a woman is sitting on a yellow motorcycle
235,a bunch of brown and white toilets
236,a black and white cat standing on a couch
237,a person sitting at a table with a toothbrush
238,a living room filled with furniture and a fire place
239,a coffee cup sitting on top of a table
240,a bus is parked on the side of the street
241,a boat is sitting in the middle of the woods
242,a bottle of wine sitting on top of a table
243,a living room with a tv and a couch
244,a man riding on the back of a brown horse
245,a group of birds sitting on top of a table
246,a cat that is sitting on a counter
247,a living room filled with furniture and a window
248,a bus that is parked in a lot
249,a black and white dog looking at the camera
250,a woman with a hat on holding a bottle
251,a dog is laying down on a chair
252,a person riding a motorcycle on a road
253,a group of young girls playing a video game
254,a person on a motorcycle in the air
255,a man standing next to a bike in a room
256,a brown horse with a saddle on its back
257,a large air plane on a run way
258,a woman riding on the back of a brown horse
259,a red car parked in a dark room
260,a view of a train on a bridge over a river
261,an old train is sitting on the tracks
262,a woman riding a bike down a dirt road
263,a black and white cow standing next to a cow
264,a man standing in a living room next to a couch
265,a black and white dog laying on a couch
266,a person on a horse in a field
267,a bike parked next to a flower pot
268,a double decker bus driving down a street
269,a living room with a table chairs and a refrigerator
270,a woman brushing her teeth in a kitchen
271,a couple of women sitting next to each other
272,a group of ducks swimming in a body of water
273,a close up of a metal clock on a bike
274,a blue motorcycle parked on the side of the road
275,a yellow and green train traveling down train tracks
276,a bottle of wine and a bottle of wine
277,a train is sitting on a train track
278,a bus is parked on the side of the road
279,a couple of cows standing next to a river
280,a large air plane on a run way
281,a white and black motorcycle parked in a garage
282,a man sitting on a motorcycle next to a motorcycle
283,a cat sitting on a couch in a living room
284,a mountain with a river and a mountain in the background
285,a small dog sitting next to a potted plant
286,a cat sitting on top of a book shelf
287,a train traveling down train tracks near a train station
288,two small kittens sitting on a blue couch
289,a large cruise ship docked in the ocean
290,a close up of a bird on a beach
291,a green and white bus with a sign on it
292,a brown cow standing on top of a grass covered field
293,a train traveling down train tracks next to a forest
