0,1
0,a person laying on a couch with a remote control
1,a dead bird sitting on the ground next to a tree
2,a bottle of alcohol sitting on top of a table
3,a large boat in a large body of water
4,a small bird standing in a grassy field
5,a small bird sitting on top of a plant
6,a white bird flying over a green field
7,a couple of sheep standing on top of a grass covered field
8,a young girl sitting at a table with a plate of food
9,a table that has a plate of food on it
10,a couple of birds are sitting on a branch
11,a very tall building with a clock on it
12,a couple of horses standing next to each other
13,a white and black horse grazing in a field
14,a group of people on a surfboard in the water
15,a group of black and black horses on display
16,a brown and white cow standing next to a tree
17,a row of wooden bunk beds in a room
18,a group of people riding on a horse drawn carriage
19,a living room filled with furniture and a window
20,a cat laying down on a white chair
21,a train that is sitting on the tracks
22,a cell phone sitting next to a cell phone
23,a person sitting on a bench in a library
24,a large ship in the middle of a field
25,a small dog is sitting on a bed
26,a brown cow eating grass in a field
27,a black cat laying down on a couch
28,a couple of birds sitting on top of a bed
29,a black and white photo of an old train
30,a close up of a brown and white cow
31,a living room filled with furniture and a fire place
32,a couple of motorcycles parked next to each other
33,a person in a field with a train in the background
34,a small white dog standing in a field
35,a school bus parked in a parking lot
36,a dog laying on a rug next to a wooden chair
37,a brown horse standing next to a metal fence
38,a cat laying on a bed with a stuffed animal
39,a truck is driving down the street in the city
40,a close up of a bird in a bird
41,a black and white cat sitting on a couch
42,a brick building with a window and a window
43,a sheep standing in a field behind a fence
44,a cat sitting on top of a bench
45,a close up of a bird in a field
46,a brown and white dog laying on a red blanket
47,a small plane is sitting on a runway
48,a large air plane on a run way
49,a bride and groom standing in front of a house
50,a laptop computer sitting on top of a table
51,a toy car is sitting on top of a toy car
52,a couple of people that are petting a horse
53,a motorcycle parked on the side of a road
54,a small airplane is parked in a room
55,a group of boats sitting in a warehouse
56,a cat sleeping on a bed with a blanket
57,a cat laying on top of a couch next to a stuffed animal
58,a close up of a horse standing in a field
59,a motorcycle parked in front of a building
60,a small plane flying in the sky
61,a bird is standing on a wooden table
62,a table that has a cake on it
63,a car parked in a parking lot with a sign on it
64,a group of double decker buses parked in front of a building
65,a large jetliner sitting on top of an airport runway
66,a living room filled with furniture and a table
67,a couple of cows are grazing in a field
68,a snow covered ground with a lot of snow on it
69,a black and white cow standing in a field
70,a cat sitting on a windowsill looking out the window
71,a large air plane on a run way
72,a man holding a bottle of wine in his hand
73,a television is sitting on a yellow wall
74,a black and white cat laying on a couch
75,a cow standing in front of a building
76,a school bus parked on the side of the road
77,a train traveling down train tracks next to a train station
78,a man sitting on a couch next to a man
79,a city street with cars and people on it
80,a man is holding a tie in a room
