0,1
0,a cat lying on a rug
1,a bird sitting on the ground
2,a glass of wine
3,a car on a beach
4,a bird standing on grass
5,a bird on a branch
6,a white bird flying over grass
7,a sheep and a black goat
8,a woman sitting in a chair
9,a close-up of a piano
10,a bird on a branch
11,a large building with a clock on it
12,horses in a barn
13,a goat eating grass
14,a group of people in the water
15,a couch with a drawing on it
16,a cow standing on a dirt road
17,a group of chairs
18,a person riding a horse pulling a carriage with a group of people in the back
19,a living room with a couch and a lamp
20,a cat lying down
21,a train travels down the tracks
22,a chair and a table
23,a person's legs and a black and white striped pillow on a couch in a room with
24,a boat on the water
25,a small white bird on a person's leg
26,a dog and a couple of cows in a field
27,a black cat lying on a grey blanket
28,a room with couches and a table
29,a train on the railway tracks
30,a cow looking at the camera
31,a living room with a fireplace
32,a motorcycle parked on a stand
33,a man holding a gun
34,a dog standing in a grassy area
35,a bus is parked on the side of the road
36,a dog lying on the floor under a table
37,a horse with a halter
38,a cat lying on a blanket
39,a bus on the street
40,a bird with a red beak
41,a black and white cat
42,a bicycle parked on the side of a building
43,a pig in a fenced in area
44,a cat sitting on a chair
45,a bird standing in front of a tree
46,a cat sleeping on a red blanket
47,a group of people standing next to a small plane on a runway
48,an airplane on the runway
49,a couple of women standing in front of a flag and a house
50,a laptop on a table
51,a red race car
52,a person petting a horse
53,a motorcycle parked on a dirt road
54,a model airplane in a museum
55,several boats in a warehouse
56,a rabbit sitting on a bed
57,a cat lying on a red surface
58,a dog standing on leaves
59,a motorcycle parked in a building
60,a jet flying over a bridge
61,a bird eating a flower
62,a woman sitting at a table with a cake and a bottle of wine
63,a blue car with gold writing on it
64,a group of buses parked on the side of a street
65,a passenger airplane taking off
66,a living room with a couch
67,a black pig with a white nose
68,bicycles in the snow
69,a cow standing on grass
70,a cat looking out a window
71,an airplane is parked at an airport
72,a person sitting at a table
73,a tv on a stand
74,a cat lying down
75,a dog lying on a bed
76,a yellow bus on the side of a road
77,a train on the railway tracks
78,a man sitting in a chair with a man sitting in a chair
79,a street with buildings and bicycles
80,a man sitting at a table
81,a train on the railway tracks
82,a seagull flying over the ocean
83,a cat sits on a window sill
84,a person riding a horse
85,a man and a woman smiling
86,a person riding a horse
87,a table and chairs under a tree
88,a bicycle with a basket on the back
89,a group of horses in a grassy field
90,a family sitting around a table
91,a group of dogs lying on a bed
92,a red bicycle with a blue wall
93,a dog lying on a red and white surface
94,a person on a bicycle
95,a yellow bicycle parked on the pavement
96,a person on a motorcycle
97,a black sheep with horns
98,a bird perched on a tree branch
99,a machine with a bucket
100,buses parked in a lot
101,a car parked on a street
102,a green and black race car on a track
103,a dog sitting in the driver's seat of a car
104,a red train on the tracks
105,a person riding a horse
106,a plane with a propeller
107,a baby in a car seat
108,a double decker bus parked on the grass
109,a group of plants in pots on a window sill
110,a couple of men kayaking in a river
111,two men standing on a road
112,a double decker bus on the street
113,a table with chairs around it
114,a sailboat in the water in front of a city
115,a cat with blue eyes
116,a red couch in a room
117,a man riding a bicycle
118,a large yellow truck on a farm
119,a microwave on a wall
120,a dog lying on a couch
121,a red car with a black background
122,the back of a car
123,a bird with a baby bird
124,a sunset over a body of water
125,a computer on a table
126,a double decker bus on the street
127,a cell phone with a screen
128,a cow in a pen
129,a couple of birds flying in the sky
130,a white airplane flying in the sky
131,a woman leaning against a window
132,a bottle of wine next to a glass of wine
133,people walking in a subway
134,a small black and white box with a green lid on a window sill with a green rec
135,a red motorcycle parked
136,a blue scooter parked on the side of a street
137,a horse standing on a dirt road
138,a group of people in a living room
139,a close up of a cat
140,a man riding a bicycle
141,a red scooter parked on grass by a tree
142,a row of fishing nets on a boat
143,a bus parked on the side of the road
144,a cat lying on a chair
145,a police officer on a motorcycle
146,a blue car with a group of people in it
147,a large airplane flying in the sky
148,a display of cards
149,a bicycle parked on a sidewalk
150,a train on the railway tracks
151,a bus parked in front of a building
152,a group of potted plants
153,a table with a vase and candles on it
154,a boat on the water
155,a boat in the water next to a wind turbine
156,a yellow double decker bus
157,a group of people sitting at a table with drinks
158,a cactus in a pot
159,a person holding a blue object
160,a person riding a motorcycle
161,a bicycle parked under a tree
162,a dog standing on a dirt road
163,a person and a child sitting on a window sill
164,a man in a tie sitting at a table with another man
165,a person standing on a dirt path
166,a sign on a tree
167,a person lying on a couch with a cat on the lap
168,an airplane flying over a plane
169,a group of animals stand in a road
170,a dog lying on a bed
171,a bird standing on a beach
172,a yellow sports car on a road
173,a train on the railway tracks
174,a red car on the road
175,a man holding a bottle
176,a table and chairs in a room
177,a cat lying on a chair
178,a boat with a sign on the side
179,a group of buses parked on the side of the road
180,a living room with a blue chair and a book shelf
181,a cow and a dog lying in the grass
182,a white shelf with a window and shelves with objects on it
183,a bird perched on a branch
184,a large silver airplane in a hangar
185,a group of cats lying on the grass
186,a cat lying on the ground
187,a dog lying on the grass
188,a herd of sheep on a hill
189,a horse with a saddle on its back
190,a bus driving down the street
191,a person washing a horse
192,a person riding a bicycle
193,a couple of sheep on a rocky hill
194,a sheep grazing by a road
195,a large monument with a red bus and cars driving on the road with Arc de Triomphe in the background
196,a yellow sports car
197,a few yellow buses parked
198,a person driving a small boat
199,a large airplane flying in the sky
200,a person standing in a train
201,a cat sleeping on a child
202,a person holding a box
203,a cat lying on a blanket
204,birds flying over water
205,a person feeding a dog a bottle
206,a train travels down the tracks
207,a white and black animal
208,a couple of dogs playing in the snow
209,a sheep and a lamb in a fenced in pasture
210,a dog standing on a sidewalk
211,a jet flying in the sky
212,a white horse eating grass
213,a bicycle parked on the side of a street
214,a dog lying on a blanket
215,a black and white photo of a plane
216,a boat is parked in the water
217,a boat in the water
218,a wooden chair with a white cushion
219,a train on the railway tracks
220,a blue car parked on the side of a road
221,buses parked in a parking lot
222,a tv and a shelf in a room
223,a person standing on a stool
224,a shelf with a television and a shelf with objects on it
225,a group of potted plants
226,a couple of men on bicycles
227,a couple of airplanes flying in the sky
228,a man sitting on a couch
229,a pile of oranges
230,two cats lying on a couch
231,a bird perched on a branch
232,a motorcycle parked on the side of a road
233,sheep in a foggy field
234,a person sitting on a motorcycle
235,a group of glasses on a table
236,a black cat with a cone around its head
237,a table with a bottle and a couple of bottles on it
238,a living room with a fireplace
239,a laptop computer on a desk
240,a bus on the street
241,a blue dumpster in the dirt
242,text
243,a living room with a fireplace
244,a person riding a horse
245,a group of birds on a branch
246,a cat with a blue collar
247,a couch outside a building
248,a white and yellow race car
249,a dog looking at the camera
250,a child holding a bottle
251,a dog lying on a person's lap
252,a person on a motorcycle
253,a group of people sitting in a living room
254,a man riding a motorcycle
255,a man standing next to a bicycle
256,a couple of horses stand near each other
257,a large airplane with a staircase attached
258,a person riding a horse
259,a red sports car
260,a building with a staircase
261,a train on the railway tracks
262,a person riding a bicycle on a road
263,a cow and a cow
264,a man standing in a room
265,a dog lying on a bed
266,sheep laying in a field
267,a group of bicycles parked next to a tree
268,a double decker bus on the street
269,a room with a table and a chair
270,a person holding a bottle of alcohol
271,a group of women sitting on a bench
272,a duck on a beach
273,a close-up of a machine
274,a blue motorcycle parked on the side of a road
275,a train on the tracks
276,a bottle of wine
277,a train with a cartoon character on it
278,a train with the doors open
279,a couple of black cows by a stream
280,a large airplane on a runway
281,a couple of motorcycles parked on a tile floor
282,a group of motorcycles parked next to a wall
283,a cat lying on a couch
284,a boat on a rocky shore
285,a dog next to a potted plant
286,a cat on a shelf
287,trains on the railway tracks
288,a couple of cats lying on a bed
289,a large cruise ship in the water
290,a bird standing on a wood surface
