0,1
0,a dog laying on a rug in a room
1,a bird sitting on a rock in a forest
2,a bottle of water sitting on a table
3,a large body of water with a sky background
4,a black and white bird is standing in the grass
5,a small bird sitting on top of a fire hydrant
6,a white bird flying over a green field
7,a couple of sheep standing on top of a grass covered field
8,a woman sitting at a table in a restaurant
9,a wooden table with a tray of food on it
10,a couple of birds sitting on a tree branch
11,a very tall building with a clock on its side
12,a brown horse standing next to a wooden fence
13,a sheep grazing in a field of grass
14,a group of people on a surfboard in the water
15,a bed with a black and white bedspread
16,a brown and white cow standing on a lush green hillside
17,a wooden table with two wooden chairs
18,a couple of people riding on the back of a horse drawn carriage
19,a living room filled with furniture and a lamp
20,a cat that is sitting on a table
21,a train is parked at a train station
22,a red chair with a laptop sitting on it
23,a black and white cat is sitting on a bench
24,a boat in the middle of a lake
25,a small white dog is sitting on a bed
26,a brown cow eating grass in a field
27,a black cat laying down on a couch
28,a couple of pieces of furniture in a room
29,a black and white photo of a train on a track
30,a close up of a cow in a field
31,a green room with a green light on the wall
32,a black and silver motorcycle parked in a parking lot
33,a train traveling down train tracks next to a field
34,a small white dog standing in a field
35,a school bus parked in a parking lot
36,a dog laying on a rug next to a wooden chair
37,a brown horse standing next to a brown horse
38,a cat that is laying down on a blanket
39,a couple of kites flying in a cloudy sky
40,a close up of a bird with a face
41,a black and white cat laying on a blanket
42,a brick building with a clock on the side
43,a sheep is grazing in the grass behind a fence
44,a cat sitting on a bench looking out the window
45,a black and white bird sitting on a branch
46,a dog is sleeping on a red blanket
47,a small plane is sitting on a runway
48,a large air plane on a run way
49,a man and a woman standing next to each other
50,a laptop computer sitting on top of a desk
51,a small toy car sits on top of a toy car
52,a man and a woman are petting a horse
53,a black and white photo of a street sign
54,a model of a model of a model airplane
55,a group of boats sitting in a warehouse
56,a bed with a blanket on it and a blanket
57,a cat is sleeping on a red shoe
58,a close up of a horse in a field
59,a motorcycle parked in front of a building
60,a large air plane flying in the air
61,a large bird is standing on a table
62,a woman sitting at a table with a cake
63,a truck parked in a parking lot next to a field
64,a group of buses parked in front of a building
65,a large jetliner sitting on top of an airport runway
66,a living room with a couch a chair and a table
67,two black cows eating grass in a field
68,a couple of snow skiers are in the snow
69,a black and white cow eating grass in a field
70,a cat is looking out of a window
71,a large air plane on a run way
72,a man holding a bottle of wine and a bottle
73,a television is sitting on a wooden table
74,a black and white cat laying on its back
75,a cow is standing in front of a building
76,a view of a forest with trees in the background
77,a train traveling down train tracks next to a forest
78,a man sitting on a bench next to a woman
79,a city street with cars parked on the side
80,a young boy is playing a video game
81,a train traveling down train tracks next to another train
82,a white seagull flying over a body of water
83,a close up of a orange and black background
84,a man riding on the back of a brown horse
85,a man and a woman holding wine glasses
86,a person riding a white horse in a field
87,a wooden bench sitting next to a tree
88,a bicycle is parked next to a wall
89,a couple of horses standing on top of a grass covered field
90,a group of people sitting at a table
91,a couple of dogs laying on a bed
92,a bicycle is parked next to a building
93,a cat is sleeping on a red carpet
94,a man riding a bike down a street
95,a bike parked in a parking lot next to a building
96,a person riding a motorcycle on a track
97,a black cow standing in a field of grass
98,a small bird sitting on a tree branch
99,a train that is sitting on a rail
100,a double decker bus parked on a beach
101,a silver car parked in a parking lot
102,a person riding a motorcycle on a track
103,a dog sitting in the drivers seat of a car
104,a red train is traveling down the tracks
105,a couple of horses standing next to each other
106,a man standing on top of a small plane
107,a young boy sitting in a car with a camera
108,a green double decker bus parked in a lot
109,a vase of flowers sitting on a window sill
110,a man riding a wave on top of a surfboard
111,a couple of people standing next to each other
112,a double decker bus driving down a street
113,a window is shown in a window
