0,1
0,a cat laying on the floor on a rug
1,a bird sitting on the ground in a forest
2,a bottle of alcohol and a glass on a table
3,a view of a large body of water
4,a black bird standing in the grass
5,a bird sitting on a flower pot next to a wall
6,a white bird flying in a field of grass
7,two sheep standing in a field next to a fence
8,a woman sitting at a table in a room
9,a wooden table with two plates on top of it
10,two red birds sitting on a tree branch
11,a church with cars parked in front of it
12,two horses are looking out of a wooden barn
13,a sheep and a baby sheep grazing in a field
14,a group of people in the ocean with a raft in the water
15,a black couch in a living room with a lamp
16,a brown and white cow standing on the side of a road
17,a group of four chairs with white seats on a floor
18,a group of people riding on a sled pulled by dogs
19,a living room with a green couch and a lamp
20,a cat is sitting in front of a curtain
21,a subway train with its door open at a station
22,a black chair and a table in front of a red wall
23,a chair and a table with a laptop computer
24,a boat sitting on the water in a field
25,a small white dog standing in the sand
26,a brown cow grazing in a field of grass
27,a black cat is sitting on a couch
28,a living room with a desk and a chair and a couch
29,a black and white photo of a train
30,a brown and white cow standing behind a fence
31,a living room with a couch and a fireplace
32,a black motorcycle parked in a parking lot
33,a man holding a baseball bat with a train in the background
34,a white dog standing in the grass in a field
35,a yellow school bus parked on a city street
36,a dog laying on the floor under a table
37,a brown horse standing next to a fence
38,an orange and white cat laying on a blanket
39,a white bus is parked at a gas station
40,a black bird with a red beak on its head
41,a black and white cat laying on the floor
42,an old building with windows on the side of it
43,a sheep grazing in a field behind a fence
44,a cat sitting on top of a chair
45,a bird sitting on a branch in the grass
46,an orange and white cat sleeping on a couch
47,a small plane sitting on the runway of an airport
48,a delta connection airplane sitting on an airport runway
49,two people standing in front of a house with an american flag
50,a laptop computer sitting on top of a table with drinks
51,a toy race car on display on a table
52,a man and woman petting two horses in a field
53,a motorcycle parked on the side of a road
54,a small plane is on display in a museum
55,a group of boats parked in a building
56,a brown and white rabbit sitting on a bed
57,an orange and white cat laying on a blanket
58,a small dog on a leash tied to a tree
59,a motorcycle parked on a sidewalk in front of a store
60,a fighter jet is flying in the sky
61,a bird standing next to a pile of flowers
62,a table with a bottle of alcohol and a cake
63,a purple pick up truck with graffiti on the back
64,four double decker buses parked in front of a building
65,a red and white plane on an airport runway
66,a reflection of a living room with a couch
67,two cows grazing in a field of hay
68,a pair of bikes parked in the snow
69,a black and white cow standing in a field
70,a cat sitting in front of a window
71,an airplane is parked on the runway at an airport
72,a man is holding a bottle of beer
73,a television sitting in a corner of a room
74,a black and white cat is looking at the camera
75,a cow standing outside of a blue building
76,a yellow school bus driving down the road
77,a man standing next to a train on the tracks
78,two men standing in a room with a man sitting in a chair
79,a woman walking down a street in a city
80,a man is pointing at a bottle of beer
81,a train is traveling down the tracks
82,a white bird flying over the water
83,a room with a yellow wall and a window
84,a man in a cowboy hat riding a horse
85,a man and a woman sitting at a table with glasses
86,a man riding on a white horse
87,a table and chairs in front of a tree
88,a bike parked in a room with a basket
89,a horse and a baby horse standing in a field
90,a group of people sitting around a table with a baby
91,three brown dogs laying on a bed
92,a red bike parked next to a blue building
93,a white cat laying on a colorful floor
94,a man riding a bike in front of a car
95,a yellow bike parked next to a pole
96,a person riding a blue motorcycle on a track
97,a black sheep is standing in the grass
98,a bird sitting on top of a piece of wood
99,a red and white train with a person in the window
100,two double decker buses parked next to the water
101,a small blue car parked in a parking lot
102,a person riding a green motorcycle on a track
103,a dog sticking its head out the window of a car
104,a red train is traveling down the tracks
105,a person riding a horse pulling a cart
106,an old plane sitting on top of a field
107,a young child sitting in a car seat
108,a double decker bus parked next to another bus
109,a group of potted plants sitting on a window sill
110,two men in a boat in the rapids of a river
111,two men standing on the side of a road
112,a double decker bus driving down a city street
113,a kitchen table with two chairs and a vase on it
114,a white sail boat in the water in a city
115,a white and orange cat walking on a wall
116,a red couch in a living room with a tv
117,a person riding a bike on a road
118,a train is traveling down the tracks near a field
119,a microwave sitting on top of a cabinet
120,a white dog is sitting on a couch
121,a red car is sitting on the street
122,a rear end of a car with a license plate
123,a bird standing on the ground in the grass
124,a horse standing in a field with the sunset in the background
