0,1
0,a man in a red jacket holding a red suitcase
1,a woman holding a spoon in front of a bowl of cereal
2,a black and white photo of a train
3,a kitchen with a sink and a window
4,a wooden table with many different kinds of pottery
5,a wooden table with a bunch of wooden benches
6,a bathroom with a toilet and a sink
7,a bathroom with a toilet sink and shower
8,a man riding a bike down a street
9,a bathroom with a sink toilet and shower
10,a white toilet sitting in a bathroom next to a wooden cabinet
11,a man wearing a suit and tie
12,a man riding on the back of a motorcycle
13,a row of motorcycles parked on the side of a street
14,a bedroom with a bed and a book shelf
15,a close up of a vase with a red apple
16,a bunch of bananas sitting on a table
17,a motorcycle parked in front of a wooden fence
18,a large jetliner sitting on top of an airport tarmac
19,a view of a city street from the back of a train
20,a small plane is parked in a field
21,a motorcycle that is sitting in the dirt
22,a couple of people that are sitting on a horse
23,a traffic light sitting on top of a green pole
24,a view of a view of a tree in the woods
25,a group of young people playing a game of tennis
26,a flooded area with trees in the background
27,a person is flying a kite on a cloudy day
28,a boat that is floating in the water
29,a couple of giraffes are standing in a field
30,a yellow fire hydrant sitting in the dark
31,a black bird is standing on a bird feeder
32,a black and white photo of a street sign
33,a couple of ducks swimming in a lake
34,a close up of a street sign with a sky background
35,a sheep standing in a field of grass
36,a couple of people standing next to each other
37,a couple of signs that are on a pole
38,a brown cow standing in front of a red building
39,a cow is standing in a market area
40,a person holding a banana in their hand
41,a cat sitting on a chair in a room
42,a very tall building with a clock on it
43,a black and white cow standing next to a barn
44,a close up of a white and black background
45,a herd of elephants standing next to each other
46,a large elephant standing next to a tree
47,a couple of surfboards sitting on top of a beach
48,a bunch of boats that are in the water
49,an elephant standing in a field next to a tree
50,a man and a woman sitting on a bench
51,a person wearing a black and white dress shoes
52,a woman is holding a piece of luggage
53,a baby is sitting in the corner of a bathroom
54,a large brown dog laying on top of a toilet
55,a person walking with an umbrella in the rain
56,a black dog sitting in a blue suitcase
57,a woman walking on a beach with a surfboard
58,a couple of white birds are on the beach
59,a close up of two zebras in a field
60,a zebra is standing in a zoo enclosure
61,a couple of zebra standing on top of a grass covered field
62,a group of zebras grazing in a field
63,a group of horses standing next to each other
64,a horse that is standing next to a car
65,a view of a park bench and trees
66,a woman riding a horse in front of a blue sky
67,a couple of oranges sitting on top of a counter
68,a group of young children playing a game of softball
69,a woman with a bunch of bananas on her head
70,a woman holding a bunch of yellow bananas
71,a baseball player holding a bat in front of a crowd
72,a white plate topped with a sandwich and salad
73,a couple of people riding skis down a snow covered slope
74,a man is holding a plate of cupcakes
75,a woman with a tie standing in front of a store
76,a person flying a kite in a cloudy sky
77,a man in a helmet is holding a baseball bat
78,a man riding a snowboard down a snow covered slope
79,a woman with a beard and a blue shirt
80,a man in a blue jacket and tie standing in a room
81,a display case filled with lots of donuts
82,a man holding a sandwich in his hand
83,a display case in a bakery filled with lots of donuts
84,a plate with a sandwich and salad on it
85,a close up of a black and white background
86,a close up of a doughnut with sprinkles
87,a man in a green shirt is sitting in a chair
88,a white frisbee sitting on top of a beach
89,a man holding a tennis racquet on a tennis court
90,a man riding a wave on top of a surfboard
91,a man standing on a tennis court holding a racquet
92,a woman in a red shirt is smiling
93,a baby with a pacifier in his mouth
94,a group of people standing in a field
95,a man sitting at a table with plates of food
96,a baby laying on a bed with a blanket
97,a picture of a clock on the wall
98,a close up of a pizza on a plate
99,a tennis racket with a tennis racket on it
100,a young boy eating a piece of pizza
101,a woman holding a tennis racquet on a tennis court
102,a pizza sitting on top of a wooden cutting board
103,a cat sleeping on top of a couch
104,a close up of a mans face with a tie
105,a living room filled with furniture and a large window
106,a group of people sitting in a living room
107,a person on a surfboard in the water
108,a close up of a bird flying in the sky
109,a woman is holding a kite in the air
110,a kite is flying high in the sky
111,a green and white clock tower on a city street
112,a baseball player swinging a bat at a ball
113,a man holding a baseball bat on a field
114,a man in a helmet is riding a motorcycle
115,a man in a baseball uniform holding a bat
116,a large crowd of people watching a baseball game
117,a man in a yellow shirt holding a baseball bat
118,a close up of a person holding a pizza
119,a group of people standing on a tennis court
120,a man is holding a tennis racket in his hand
121,a man and woman sitting on a sidewalk
122,a cup of coffee on a table next to a cup of coffee
123,a man is talking on a cell phone
124,a tall tower with a clock on it
125,a person is holding a small black dog
126,a tall clock tower with trees in the background
127,a close up of a cat on a blanket
128,a building with a clock on the side of it
129,a close up of a vase of flowers on a table
130,a purple flower in a purple flower in a vase
131,a man is holding a pair of scissors
132,a pair of scissors sitting on a cutting board
133,a group of people sitting at a table
134,a man and woman sitting on a park bench
135,a group of people sitting at a table
136,a man with glasses sitting at a bar
137,a group of people standing next to each other
138,a variety of fruits and vegetables on a table
139,a woman standing in a kitchen next to a stove
140,a small kitchen with a sink and a microwave
141,a person sitting on a chair in a room
142,a woman standing next to a dog in a kitchen
143,a wooden table with a bunch of red chairs
144,a group of people standing around a skateboard
145,a black and white photo of a <unk>
146,a bathroom with a toilet sink and mirror
147,a bathroom with a sink and a mirror
