0,1
0,a man standing on a dirt road holding a skateboard
1,a woman is blowing out candles on a cake
2,a man riding a bike next to a train
3,a kitchen with a sink and a window
4,a pile of different kinds of scissors
5,a wooden table with a bunch of wooden benches
6,a bathroom with a toilet sink and shower
7,a bathroom with a shower and a sink
8,a person riding a bike on a city street
9,a bathroom with a sink and a toilet
10,a bathroom with a toilet and a sink
11,a man wearing glasses and a tie
12,a man riding on the back of a motorcycle
13,a row of motorcycles parked next to a building
14,a bed sitting in a room next to a book shelf
15,a picture of a vase with a clock on it
16,a bunch of different types of vegetables on display
17,a motorcycle parked next to a wooden fence
18,a large jetliner sitting on top of an airport tarmac
19,a view of an airport with a plane in the background
20,a small airplane is sitting on the grass
21,a red and black motorcycle parked in a sandy area
22,a couple of people riding on the back of a white horse
23,a traffic light with a green light
24,a table with a vase of flowers on it
25,a group of people standing around a tennis court
26,a herd of sheep standing next to a wooden fence
27,a flock of birds flying over a body of water
28,a boat that is floating in the water
29,a couple of giraffe standing next to each other
30,a yellow fire hydrant in a dark room
31,a black bird is eating a piece of cake
32,a black and white photo of a street sign
33,a couple of ducks swimming in a lake
34,a close up of a street sign with a sky background
35,a sheep standing on a lush green field
36,a man in a santa hat sitting on a bench
37,a stop sign on the corner of a street
38,a cow is standing in front of a store
39,a cow standing on a dirt ground near a building
40,a small kitten is eating a banana on the floor
41,a cat sitting in a chair next to a book
42,a couple of cows are standing in a field
43,a black and white cow standing in a field
44,a woman with a beard and a tie
45,a group of elephants standing in a dirt field
46,a couple of elephants standing next to a tree
47,a couple of surfboards sitting on top of a beach
48,a group of boats parked in a harbor
49,a couple of elephants standing in a field
50,a couple of people that are sitting down
51,a person holding a piece of luggage in a room
52,a woman sitting on the ground talking on a cell phone
53,a baby is sitting on the floor in a bathroom
54,a dog is sleeping on the side of the road
55,a couple of people walking down a street
56,a black dog standing next to a plate of food
57,a person walking on a beach with a surfboard
58,a person riding a motorcycle on a dirt road
59,a couple of zebra standing next to each other
60,a zebra standing in the snow near a building
61,a group of zebras grazing in a field
62,a couple of zebras are standing in a field
63,a group of horses standing next to each other
64,a woman is petting a horse in a field
65,a man is sitting on a bench in front of a building
66,a woman standing next to a white horse
67,a banana sitting on top of a white plate
68,a group of young children playing a game of softball
69,a woman with a bunch of bananas on her head
70,a young girl holding a banana in her hand
71,a baseball player pitching a ball on a field
72,a white plate topped with sandwiches and fries
73,a couple of people riding skis down a snow covered slope
74,a young boy holding a plate of food
75,a woman walking down the street with a skateboard
76,a man riding a skateboard up the side of a ramp
77,a couple of people that are standing in the street
78,a couple of men standing on top of a snow covered slope
79,a woman eating a sandwich at a restaurant
80,a man in a blue sweater and a tie
81,a display case filled with lots of donuts
82,a young boy holding a sandwich in his hand
83,a display case in a bakery filled with donuts
84,a white plate topped with a sandwich and salad
85,a bottle of milk next to a bottle of milk
86,a close up of a donut with sprinkles
87,a man standing in a room with a microphone
88,a man standing on a beach holding a surfboard
89,a man standing on a field holding a baseball bat
90,a man riding a wave on top of a surfboard
91,a group of young men playing a game of soccer
92,a woman is holding a plate of food
93,a baby is eating a piece of cake
94,a group of people standing in a field
95,a man sitting at a table with a pizza
96,a bed with a pink and white comforter
97,a man and woman pose for a picture
98,a close up of a pizza on a plate
99,a tennis racket with a pink ball on it
100,a young boy eating a piece of pizza
101,a woman holding a tennis racquet on a tennis court
102,a wooden cutting board topped with a pizza
103,a bed with a blanket and pillows on it
104,a close up of a person holding a pair of scissors
105,a living room filled with furniture and a dog
106,a group of people playing a video game
107,a person on a beach with a kite
108,a person in a field with a kite
109,a woman holding a kite in her hand
110,a kite is flying high in the sky
111,a clock on a pole on a city street
112,a group of people on a field playing baseball
113,a baseball player holding a bat on a field
114,a baseball player holding a bat on a field
115,a young boy in a baseball uniform holding a bat
116,a baseball player holding a bat on a field
117,a man in a yellow shirt holding a tennis racquet
118,a close up of a person holding a pizza
119,a woman holding a tennis racquet on a tennis court
120,a man is swinging a tennis racket at a ball
121,a group of people standing on a street
122,a cup of coffee and a white vase
123,a group of people standing next to each other
124,a crowd of people standing in front of a large building
125,a man sitting on a couch with a dog
126,a large building with a clock on it
127,a group of stuffed animals sitting next to each other
128,a large building with a clock on it
129,a vase filled with white and green flowers
130,a white vase filled with purple and purple flowers
131,a man holding a pair of scissors in his hands
132,a close up of a pair of scissors and a carrot
