0,1
0,a man in a red jacket holding a skateboard
1,a couple of people sitting at a table with food
2,a train that is on a train track
3,a kitchen with a sink and a window
4,a wooden table with many different kinds of pottery
5,a wooden table with a bunch of wooden benches
6,a bathroom with a toilet sink and shower
7,a bathroom with a shower and a sink
8,a man riding a bike down a street
9,a bathroom with a sink and a toilet
10,a bathroom with a toilet and a sink
11,a man wearing glasses and a tie
12,a man riding on the back of a motorcycle
13,a motorcycle parked on the side of a street
14,a bedroom with a bed and a television set
15,a vase of flowers sitting on a table
16,a bunch of ripe bananas sitting on a table
17,a motorcycle parked in front of a wooden fence
18,a large jetliner sitting on top of an airport tarmac
19,a view of a city street from a window
20,a small airplane is sitting on the grass
21,a motorcycle parked on a dirt field next to a fence
22,a couple of people that are on a horse
23,a couple of traffic lights on a pole
24,a view of a view of a garden with a window
25,a group of young people playing a game of tennis
26,a flooded area with trees in the background
27,a flock of birds flying over a body of water
28,a boat that is floating in the water
29,a couple of giraffes are standing in a field
30,a yellow fire hydrant sitting next to a building
31,a black bird is eating a piece of fruit
32,a tall building with a clock on the top
33,a couple of ducks swimming in a lake
34,a close up of a street sign with a sky background
35,a sheep standing in a grassy field next to trees
36,a woman in a red jacket is holding a surfboard
37,a street sign on a street corner
38,a brown cow standing on a sidewalk next to a building
39,a cow is standing next to a blue barrel
40,a small dog is eating a banana on a couch
41,a cat sitting on a chair next to a wooden chair
42,a couple of cows are standing in a field
43,a black and white cow standing in a field
44,a young girl with blonde hair wearing a tie
45,a herd of elephants standing next to each other
46,a couple of elephants standing next to each other
47,a couple of yellow umbrellas on a beach
48,a group of boats parked in a harbor
49,a large elephant walking across a grass covered field
50,a man and woman sitting on a bench
51,a woman is sitting on a suitcase with her legs crossed
52,a woman sitting on the ground next to a suitcase
53,a baby sitting on the floor next to a wall
54,a brown dog is looking at a fountain
55,a black and white photo of a person carrying a surfboard
56,a black dog is sitting in a room
57,a person walking on a beach with a surfboard
58,a person riding a motorcycle on a dirt road
59,a couple of zebra standing next to each other
60,a zebra standing in a snow covered field
61,a group of zebras grazing in a field
62,a group of zebras standing in a field
63,a group of horses standing next to each other
64,a woman is petting a horse in a field
65,a man riding on the back of a horse
66,a horse is standing in the snow in the snow
67,a banana and an orange on a white plate
68,a group of young people playing a game of baseball
69,a woman holding a bunch of bunches of bananas
70,a woman holding a banana in her hand
71,a man in a baseball uniform throwing a ball
72,a plate with a sandwich and fries on it
73,a couple of people standing on top of a snow covered slope
74,a man is holding a plate of food
75,a woman walking down the street in front of a store
76,a man on a skateboard doing a trick
77,a couple of people that are on a skateboard
78,a couple of people that are standing in the snow
79,a woman holding a plate of food in front of her
80,a man standing next to a pile of luggage
81,a display case filled with lots of donuts
82,a young boy holding a sandwich in his hand
83,a display case in a bakery filled with donuts
84,a white plate topped with a sandwich and salad
85,a sandwich and a drink sit on a table
86,a box filled with lots of different flavored donuts
87,a man holding a tennis racket in his hand
88,a man standing on a beach holding a surfboard
89,a young man kicking a soccer ball across a field
90,a man riding a wave on top of a surfboard
91,a group of young men holding tennis racquets
92,a woman holding a knife cutting into a pizza
93,a baby is eating a piece of cake
94,a group of young girls standing next to each other
95,a man sitting at a table with a plate of pizza
96,a baby laying on a bed in a room
97,a man and woman sitting on a bed in a room
98,a close up of a pizza on a plate
99,a pink tennis racket on a purple tennis court
100,a young boy eating a slice of pizza
101,a woman holding a tennis racket in her hand
102,a wooden cutting board with a pizza on it
103,a couch with a blanket on top of it
104,a woman is holding a pair of scissors
105,a living room filled with furniture and a dog
106,a group of people playing a video game
107,a man riding a kiteboard on top of the ocean
108,a person in a field with a kite
109,a man is holding a kite in the air
110,a kite is flying high in the sky
111,a clock on a pole on a city street
112,a group of young children playing baseball in a field
113,a baseball player swinging a bat at a ball
114,a baseball player holding a bat on a field
115,a young boy in a baseball uniform holding a bat
116,a baseball player holding a bat on top of a field
117,a man holding a baseball bat on a field
118,a close up of a pizza on a pan
119,two children playing tennis on a tennis court
120,a man swinging a tennis racquet at a tennis ball
121,a group of people walking down a street
122,a cup of coffee sitting next to a cup of coffee
123,a man and a woman are sitting on a bench
124,a tall building with a clock on it
125,a man is holding a bird in his hand
126,a large building with a clock on it
127,a group of stuffed animals sitting on top of each other
128,a building with a clock on the front of it
129,a close up of a flower on a plant
130,a vase filled with purple and purple flowers
