0,1
0,a man riding a motorcycle on a muddy road
1,a woman lighting a candle
2,a person walking on a sidewalk
3,a kitchen with a sink and a window
4,a stack of cookies
5,a table with a variety of tools on it
6,a bathroom with a toilet and sink
7,a bathroom with a glass shower
8,a person riding a bicycle on a street with other bicyclists
9,a bathroom with a sink and toilet
10,a bathroom with a shelf full of baskets and toiletries
11,a man wearing glasses
12,a man on a motorcycle
13,a scooter parked on a street
14,a tv on a stand in a room with a bookcase
15,a painting of a red candle and a group of fruits on a table
16,a bunch of bananas are in a box
17,a close-up of several bicycles
18,a person standing next to a plane
19,an airport with planes
20,a small airplane in the air
21,a motorcycle parked in a desert
22,a dog on a leash being pulled by a police officer
23,a traffic light with a red light
24,a table with a book and a vase with flowers on it
25,a group of people playing in a playground
26,a herd of sheep in a fenced in pasture
27,birds flying in the sky
28,a boat with flags
29,giraffes eating from a tree
30,a fire hydrant spraying water
31,a bird eating a banana
32,a street sign in front of a building
33,two geese swimming in water
34,a street sign on a pole
35,a large animal standing on grass
36,a man and woman holding a guitar
37,a street sign on a pole
38,a cow is eating on the sidewalk
39,a cow stands in a market
40,a dog eating a banana
41,a cat sitting on a chair
42,a couple of cows in a park
43,a cow in a field
44,a person with red hair
45,elephants in a zoo exhibit
46,an elephant standing by a tree
47,a yellow and white kayak on a road
48,boats are parked in the water
49,elephants in the wild
50,a man and woman sitting on a bench
51,a woman sitting on a suitcase
52,a woman sitting on a suitcase
53,a baby sitting on the floor
54,a dog sitting next to a pool
55,a person holding an umbrella
56,a dog sitting on the floor
57,a person walking on a beach
58,a man and two dogs walking on a sandy road with a rock formation
59,a zebra stands in the grass
60,a zebra standing in the snow
61,zebras and a couple of wildebeest in their natural habitat
62,a group of zebras stand in a field
63,a group of horses
64,a person looking at a horse
65,a man riding a horse
66,a person standing next to a white horse
67,a banana on a table
68,a group of people playing baseball
69,a person wearing a costume
70,a person wearing a colorful dress
71,a baseball player throwing a ball
72,a plate of food
73,a man and a girl on skis in the snow
74,a girl holding a cake
75,a woman standing on a street
76,a boy riding a skateboard
77,a man talking on a cell phone
78,two men walking in snow
79,a girl eating a hot dog
80,a man holding a surfboard
81,a bakery with donuts
82,a boy eating a sandwich
83,a display of pastries in a store
84,a plate of food
85,a sandwich and two sodas
86,a box of donuts
87,a man holding a basketball
