0,1,2
0,a man riding a motorcycle on a dirt road.,0.9995278120040894
1,a woman sitting at a table with a bowl of food.,0.9659842848777771
10,a bathroom with a toilet and a shelf with baskets on it.,0.9305408596992493
100,a young child eating a slice of pizza.,0.9866220951080322
101,a woman holding a tennis racket in a room.,0.9625638127326965
102,a slice of pizza on a wooden cutting board.,0.9566784501075745
103,a leather couch with pillows and a table.,0.9211945533752441
104,a close up of a woman with a face.,0.8645079135894775
105,a living room with a brown couch and two large windows.,0.9214223623275757
106,a couple of men sitting at a desk with computers.,0.9318963885307312
107,a view of a mountain with a plane flying over it.,0.8920425176620483
108,a blue sky with a few trees in front of it.,0.8312248587608337
109,a man holding a little girl on a swing.,0.9980535507202148
11,a man wearing a black suit and a green and white tie.,0.9123254418373108
110,a couple of kites flying in the blue sky.,0.9425563812255859
111,a clock on a pole on the side of a street.,0.961408257484436
112,a baseball player swinging a bat on a field.,0.9994755387306213
113,a baseball player holding a bat on a field.,0.999957799911499
114,a baseball player holding a bat on a field.,0.9998608231544495
115,a close up of a baseball player standing on the grass.,0.8998638391494751
116,a large crowd of people in a stadium.,0.9173096418380737
117,a man swinging a baseball bat at a ball.,0.9305535554885864
118,a person is holding a pizza in an oven.,0.9856931567192078
119,a group of people standing on a tennis court.,0.9959824085235596
12,a black and white photo of a man riding a motorcycle.,0.929958701133728
120,a young boy holding a tennis racket on a court.,0.9983592629432678
121,a young man in a white shirt and tie holding a piece of paper.,0.9835835099220276
122,a couple of cups sitting on a table.,0.9427642226219177
123,a man in an orange shirt talking on a cell phone.,0.9232333898544312
124,a large crowd of people in front of a building with a clock tower.,0.9312699437141418
125,a woman sitting in a car wearing a black shirt.,0.8742088079452515
126,a large building with a clock tower on top of it.,0.9987336993217468
127,a group of stuffed teddy bears sitting on a bed.,0.9357358813285828
128,a building with a clock tower on top of it.,0.9963855147361755
129,a glass vase filled with white flowers in a table.,0.9722250699996948
13,a row of motorcycles parked on the side of a street.,0.9967716336250305
130,a white vase with two green plants in it.,0.957230806350708
131,a man holding a large pair of scissors.,0.9946255683898926
132,a pair of scissors and markers on a table.,0.9066394567489624
133,a group of people sitting at a table.,0.9988587498664856
134,a group of people standing around each other.,0.9243634343147278
135,a group of people sitting around a table with wine bottles.,0.9885067939758301
136,a close up of a wooden desk with a chair.,0.8999512791633606
137,a group of people walking down a street with luggage.,0.957809329032898
138,a bunch of food on a kitchen counter.,0.9294697046279907
139,a woman standing in a kitchen with a dog.,0.9978073835372925
14,a bedroom with a pillow and a book shelf filled with books.,0.9112851023674011
140,a woman is at a table in a kitchen.,0.8108997941017151
141,a man sitting on a stool in front of a counter.,0.9358183741569519
142,a small dog standing in front of a kitchen.,0.9328842163085938
143,a wooden table with a bunch of pots and pans on it.,0.9222157001495361
144,a man and a girl standing on a sidewalk with a skateboard.,0.9025372862815857
145,a man in a hat standing next to a building.,0.903885543346405
146,a small bathroom with a toilet and a counter.,0.9467148780822754
147,a bathroom with a sink and a mirror.,0.9932624101638794
148,a bathroom with a toilet and a shower.,0.937757134437561
149,a bridge over a river with trees in the background.,0.880362331867218
15,a tea kettle and oranges on a table with a bowl.,0.9404167532920837
150,a white toilet sitting in a room.,0.9720116853713989
151,a large clock on the side of a building.,0.9949204325675964
152,a couple of people sitting on motorcycles on a street.,0.932471752166748
153,a group of people walking in front of a large propeller airplane.,0.8264801502227783
154,a red plane is flying in the sky with smoke.,0.8967954516410828
155,a large white airplane flying in the blue sky.,0.9097115397453308
156,a red and white plane flying in the sky.,0.9509178400039673
157,a red airplane flying through a blue sky.,0.9843848347663879
158,a group of sheep grazing on a beach.,0.9942248463630676
159,a giraffe standing on a dirt field.,0.9467130303382874
16,a bunch of bananas sitting on top of a table.,0.9300937652587891
