0,1
0,a man riding a motorcycle
1,a woman lighting a candle
2,a person looking at a building
3,a kitchen with a window
4,a stack of cookies
5,a table with many plates of food on it
6,a bathroom with a toilet and sink
7,a bathroom with a glass shower
8,a group of people riding bikes on a street
9,a bathroom with a sink and a mirror
10,a bathroom with a shelf of toiletries and a shelf with a shelf of toiletries
11,a man wearing glasses and a suit
12,a man rides a motorcycle
13,a row of motorcycles parked on the side of a street
14,a television on a table
15,a glass jar with a brown liquid and a metal object on a surface
16,a bunch of bananas are in a box
17,a motorcycle on a stand
18,a plane is being prepared for a flight
19,a window with a view of a city
20,a small airplane on the ground
21,a red and blue motorcycle
22,a dog and a person on a bench
23,a traffic light with a red light
24,a window with trees in the background
25,a group of people playing in a playground
26,a group of trees with white blossoms
27,a group of birds flying in the sky
28,a boat with a bunch of flags on it
29,a giraffe and its calf in a zoo exhibit
30,a building with a staircase
31,a fish on a table
32,a clock tower behind a street sign
33,two geese swimming in water
34,a street sign on a pole
35,a large animal standing in a field
36,a man and a woman holding a guitar
37,a street sign on a pole
38,a cow walks down the street
39,a bull standing in a market
40,a close up of a cat
41,a cat sitting on a chair
42,a white cow standing in a field
43,a cow standing in a field
44,a woman with red hair
45,a baby elephant walking in front of an adult elephant
46,an elephant standing in the woods
47,a kayak and a paddle on a beach
48,boats are parked in the water
49,a field with plants and trees
50,a man and woman taking a selfie
51,a woman sitting on a luggage
52,a woman sitting on a suitcase
53,a baby sitting on the floor
54,a dog in a pool
55,a couple of girls walking with umbrellas
56,a dog lying on the ground
57,a person walking on a beach
58,a plant in the sand
59,a zebra stands in the grass
60,a zebra standing in the snow
61,zebras and a rhino in a field
62,zebras in the wild
63,a group of horses
64,a person is taking a picture of a horse
65,a white building with writing on it
66,a person wearing a black jacket and a white dog on a leash
67,a banana and oranges on a table
68,a girl holding a baseball bat
69,a person wearing a yellow hat
70,a person wearing a colorful costume
71,a baseball player is about to throw a ball
72,a plate of food
73,a person and a girl standing in the snow
74,a person holding a plate of food
75,a sign in a window
76,a man riding a skateboard
77,a man in a baseball cap
78,a couple of people snowboarding
79,a girl eating food
80,a man holding a skateboard
81,a variety of donuts are displayed in a bakery
82,a person eating a sandwich
83,a display of pastries in a store
84,a sandwich with lettuce and a pickle on a plate
85,a sandwich and a cup of coffee
86,a box of donuts
87,a person wearing a green shirt
88,a man holding a surfboard
89,a fenced in area with a fence around it
90,a man surfing on a wave
91,a group of men in white uniforms
92,a woman cutting a cake
93,a baby eating a piece of food
94,a person and a group of children playing football
95,a man sitting at a table with a pizza and a drink
96,a child sleeping on a bed
97,a person lying on a bed
98,a pizza with tomatoes and onions
99,tennis rackets on a table
100,a kid eating a slice of pizza
101,a woman holding a tennis racket
102,a couple of pizzas on a table
103,a brown leather couch
104,a boy eating a piece of cake
105,a room with a table and chairs
106,a group of people working on a computer
107,a mountain with a parachute
108,a view of a city from a distance
109,a child on a swing
110,a kite flying in the sky
111,a clock on a post
112,a kid wearing a baseball uniform
113,a baseball player prepares to swing a bat
114,a person in a helmet and goggles on a dirt track
115,a person wearing a red and white uniform standing on grass
116,a baseball player prepares to swing a bat
117,a man throwing a blue object
118,a pizza on a plate
119,a group of people playing tennis
120,a tennis player swings a racket
121,a man and woman looking at flowers
122,a cup of coffee
123,a man in a costume
124,a clock tower in a town
125,a dog getting its teeth brushed
126,a large building with a clock tower
127,a close up of some food
128,a building with a clock on it
129,a vase with white flowers
130,a bunch of purple flowers
131,a man holding a large knife
132,a pair of scissors next to a couple of pencils
133,a group of people sitting at a table
134,a person and a group of people
135,a group of people sitting around a table with wine bottles and glasses
136,a man with a serious expression
137,a group of people with luggage
138,a table full of groceries
139,a dog on a wood floor
140,a person leaning over a table
141,a person sitting on a stool in a kitchen
142,a counter with a bunch of objects on it
143,a kitchen with utensils on the wall
144,a man and woman standing on the sidewalk with a skateboard
145,a close up of a white surface
146,a bathroom with a toilet and sink
147,a towel on a door
148,a toilet in a bathroom
149,a wooden structure with trees in the background
150,a toilet with a roll of toilet paper on the tank
151,a large clock on a building
152,a man riding a motorcycle with a woman on the back
153,a group of people walking towards an airplane
154,a red plane flying in the sky
155,a large airplane flying in the sky
156,a plane flying in the sky
157,a plane flying in the sky
158,a group of sheep grazing on a field
159,a giraffe standing on dirt
160,a giraffe standing in a field
161,a city street at night
162,a street light is green
163,giraffes in a zoo exhibit
164,a giraffe eating from a feeder in a zoo exhibit
165,giraffes in a field
166,a close up of a concrete surface
167,a group of sheep in a field
168,a blue sky with clouds
169,a giraffe stands in a zoo enclosure
170,a couple of ducks swimming in a pond
171,giraffes in a zoo exhibit
172,a giraffe eating from a tree
173,a sign on a pole
174,a giraffe eating grass
175,giraffes eating leaves from a tree
176,a herd of animals in a fenced in pasture
177,a herd of sheep in a field
178,a herd of sheep grazing in a field
179,a dog in a kennel
180,a train on the railway tracks
181,a red train on a track
182,a stop sign and address signs on a snowy mountain
183,a train engine with a few large round objects on it
184,a stop sign with a sticker on it
185,a cat lying on a red suitcase
186,a cat sitting on a porch
187,a group of people in a parade
188,a group of people posing for a photo
189,a dog wearing a tie
190,a boat is parked next to a boat
191,boats are parked in the water
192,a man and woman posing for a picture
193,a group of people walking on a street
194,a cat sitting in a sink
195,a cat lying on a couch
196,a man sitting on a couch with a cat on his lap
197,a man touching an elephant
198,a dog catching a frisbee
199,two dogs playing in the snow
200,a couple of black luggage
201,a person walking on a treadmill
202,a close up of a plant
203,zebras and birds in a field
204,a grassy area with plants and a fence in the background
205,zebras standing in a field
206,a herd of zebras in a field
207,a zebra walking on dirt
208,a horse walking through the woods
209,a statue of a man riding a horse on a stone structure
210,a person holding a potato
211,a close up of some water
212,a close-up of a white surface
213,a pile of oranges
214,a bunch of oranges
215,a person skiing on the snow
216,a baseball player pitching a ball
217,a couple of people on skis jumping in the air
218,a person riding a skateboard
219,a man standing in the snow
220,a person skiing down a slope
221,a group of kids riding bikes
222,a plate of different types of food
223,a table is filled with food
224,a group of people on skis
225,a man eating a hot dog
226,a man doing a trick on a skateboard
227,a bag of candy
228,a snake next to a bowl of food
229,a close up of a white substance
230,a slice of cake on a plate
231,a bed with a white sheet
232,a bedroom with posters on the wall
233,a group of kids around a birthday cake
234,a woman standing in a kitchen
235,a couple of women smiling and holding a box of candy
236,a couple of women holding a picture
237,a man surfing on the waves
238,a group of people stand on a beach
239,a pizza with cheese and mushrooms
240,a man playing tennis
241,a pizza with basil on it
242,a pizza on a pan
243,people eating pizza at a table
244,a man's legs with tattoos
245,a cat lying on a couch
246,a man and a boy playing video games
247,a man standing next to a net
248,a desk with a laptop and a desktop computer on it
249,a living room with a tv and a couch
250,a grassy area with a building in the background
251,a person holding a baseball bat
252,a baseball player swinging a bat
253,a clock on a tower
254,a close-up of a person's stomach
255,a laptop computer with a keyboard
256,"graphical user interface, application"
257,a dog sitting on a chair
258,a person holding a pan of food
