0,1,2
109,a man sitting on a chair with a little girl.,0.9205092787742615
49,a large elephant and a baby elephant walking in a field.,0.8733456134796143
98,a close up of a pizza with toppings on a plate.,0.9169728755950928
175,a couple of giraffes standing next to a rock.,0.9894537329673767
262,a woman sitting at a table in front of a brick wall.,0.9157443046569824
35,a sheep standing in a field of grass.,0.9827382564544678
172,a couple of giraffes and a zebra in a zoo.,0.9840217232704163
265,a kitchen with white cabinets and a stove and a window.,0.8873385190963745
32,a black and white photo of a large building with a street sign.,0.9453423023223877
219,a woman riding skis down a snow covered slope.,0.9660657048225403
100,a baby baby elephant sitting on a table.,0.8642758131027222
217,a couple of people standing on skis in the snow.,0.9498115181922913
40,a gray dog eating a banana from a person.,0.8607839345932007
91,a group of men playing a game of soccer.,0.9146301746368408
107,a man walking on the beach flying a kite.,0.8879649043083191
210,a person holding a piece of food in their hand.,0.9486954808235168
47,a bird sitting on top of a surfboard next to the water.,0.7383933663368225
96,a baby sitting on a bed with a table.,0.8492165803909302
225,a man sitting on the sidewalk talking on a cell phone.,0.9479764699935913
132,a green and yellow surfboard sitting on a floor.,0.9160040616989136
72,a group of slices of pizza and a can of soda on a table.,0.857359766960144
259,a little girl playing with a remote control.,0.9153891801834106
288,a green traffic light sitting on the side of a street.,0.9147831797599792
198,two dogs standing in a field next to the water.,0.9000269770622253
149,a woman riding a scooter down a bridge.,0.8831939697265625
222,a plastic bowl of vegetables on a table.,0.8211269974708557
135,a group of people sitting around a table with wine.,0.9232906699180603
75,a woman walking down a street in front of a store.,0.9723942279815674
196,a man sitting on a couch with a laptop.,0.9334134459495544
250,a man sitting on the grass with a dog in a park.,0.8302413821220398
281,a couple of airplanes flying in the sky over a field of flowers.,0.8231565356254578
147,a bathroom with a sink and a mirror.,0.9945487380027771
191,a group of boats sitting on the water.,0.8391932249069214
257,a woman sitting in a chair holding a cell phone.,0.9328290820121765
286,a couple of traffic lights on a city street at sunset.,0.9478568434715271
140,a woman standing on a counter in a kitchen.,0.876081109046936
11,a man wearing glasses and a suit and tie.,0.9709175825119019
297,a close up of a bird in a cage.,0.8224712014198303
151,a large clock on the side of a building.,0.9317280054092407
180,a white train on the tracks at a train station.,0.7941104769706726
246,a group of men playing a video game in a living room.,0.9468490481376648
16,a bunch of bananas sitting next to each other.,0.9059210419654846
290,a woman standing in the grass next to a sheep.,0.8960919976234436
156,a large airplane flying in the blue sky.,0.9225577712059021
187,a red fire truck with a group of people sitting on it.,0.858258843421936
241,a close up of a pizza on a table with a glass of soda.,0.9220419526100159
18,a large airplane parked at an airport with a person.,0.8553050756454468
158,a group of sheep grazing on a field near the ocean.,0.8752883672714233
189,a brown and white dog wearing a tie.,0.9564542770385742
64,a person standing next to a horse next to a car.,0.8922232389450073
124,a building with a clock tower on top of it.,0.9376301765441895
233,a group of people sitting at a table with birthday cakes.,0.9594053030014038
63,a group of toy horses on top of a table.,0.8070530295372009
123,a man sitting on a bench with a baby.,0.9307608604431152
234,a woman holding a cake on top of a table.,0.8750485181808472
299,a woman standing in front of a table with a birthday cake.,0.8717495203018188
248,a desk with three computer monitors and laptops on it.,0.8834929466247559
87,a young boy wearing a tie in a room.,0.8501158356666565
56,a black dog sitting on the floor.,0.8785420060157776
201,a group of luggage sitting on a counter at an airport.,0.8236827850341797
116,a baseball player holding a bat on a field.,0.99689781665802
80,a man in a blue shirt and tie standing in a room.,0.8425108790397644
51,a woman sitting on top of a suitcase.,0.9986802339553833
9,a bathroom with a sink and a toilet and a mirror.,0.971412718296051
206,a group of zebras standing in a field.,0.975882351398468
111,a clock tower on the side of a street.,0.948575496673584
23,a couple of traffic lights with a blue sky.,0.9304435849189758
274,a white toilet in a bathroom with a wall.,0.9155131578445435
163,a couple of giraffes standing next to a fence.,0.9895538091659546
7,a bathroom with a shower and two sinks and a toilet.,0.9438042044639587
208,a brown horse walking through a forest.,0.8666068315505981
89,a young man kicking a soccer ball on a field.,0.941219687461853
58,a woman walking two dogs on a dirt road.,0.9057069420814514
0,a man riding a scooter on a dirt road.,0.8514583706855774
118,a close up of a pizza on a plate.,0.8859848380088806
24,a wooden table with chairs and a bouquet of flowers in front of a window.,0.8613004684448242
273,a group of cars and buses on a city street.,0.9703971147537231
164,a giraffe standing next to a feeder in a field.,0.8865518569946289
190,a couple of boats sitting on a dock.,0.8940810561180115
256,a person holding three cell phones in their hands.,0.9522170424461365
287,a book sitting on top of a wooden bench.,0.9738221764564514
141,a man sitting in a chair in a kitchen.,0.9350492358207703
197,a person standing next to an elephant.,0.8585808277130127
251,a baseball player holding a bat on a field.,0.9952225685119629
280,a blue and white airplane flying over a group of trees.,0.8801695108413696
146,a bathroom with a toilet and a wooden door.,0.9656871557235718
199,a couple of dogs playing in the snow.,0.8639160990715027
148,a bathroom with a toilet and a sink.,0.9850908517837524
223,a wooden table with plates and bowls of food on it.,0.8459774255752563
134,a woman standing on a bench with a group of people.,0.8953261971473694
74,a young boy in a red shirt standing next to a plate of cake.,0.8487190008163452
224,a group of people cross country skiing in the snow.,0.9072768688201904
133,a group of people sitting at a table.,0.9822288751602173
73,a man and a little girl standing in the snow.,0.9701950550079346
258,a woman taking a turkey out of the oven.,0.8949941396713257
289,a herd of sheep grazing on the side of a road.,0.9764912724494934
106,a group of men sitting at a desk playing a computer.,0.9034778475761414
211,a person riding a wave on a board in the water.,0.8936065435409546
46,a large elephant standing next to a tree.,0.9649987816810608
97,a couple of people sitting on a couch.,0.9629229307174683
101,a woman standing in a room holding a yellow circle.,0.7134360671043396
216,a couple of men playing baseball in a field.,0.9418383836746216
41,a cat sitting at a table with a birthday cake.,0.9059942364692688
90,a man riding a wave on a surfboard in the ocean.,0.9936456680297852
173,a couple of street signs on a pole.,0.9692821502685547
264,a wooden table with a laptop computer on it.,0.8898363709449768
33,a couple of ducks swimming in a body of water.,0.8965177536010742
218,a man riding a skateboard down a sidewalk.,0.9889993667602539
108,a man standing in a field with a blue kite.,0.8949353694915771
48,a group of boats parked in the water.,0.8985322713851929
99,a couple of pink tennis rackets sitting on a floor.,0.9058147072792053
174,a giraffe standing in a field of grass.,0.9058638215065002
263,a white microwave oven with a plate of food on top of it.,0.7301584482192993
34,a couple of street signs on a wooden pole.,0.950962483882904
88,a woman standing in a wet suit holding a surfboard.,0.9076154232025146
59,a close up of a zebra standing in the grass.,0.9772288203239441
1,a woman sitting at a table eating food.,0.9420692920684814
119,a group of people standing on a tennis court.,0.9993172287940979
25,a group of people standing on a sidewalk with skis.,0.9291406273841858
