0,1,2
0,a man riding a motorcycle on a dirt road.,0.9981122612953186
1,a woman sitting at a table with a bowl of food and a candle.,0.9384949803352356
10,a bathroom with a toilet and a sink and a window.,0.9366040229797363
100,a little girl eating a slice of pizza.,0.9220520853996277
101,a woman holding a tennis racket in a room.,0.9833395481109619
102,a slice of pizza on a wooden cutting board.,0.9787721633911133
103,a brown couch with four pillows and a table.,0.884087324142456
104,a young person is brushing his teeth with a toothbrush.,0.9011358022689819
105,a living room with a table and chairs and a couch.,0.9930005073547363
106,a man sitting at a desk using a computer.,0.9745984077453613
107,a man walking on a beach holding a kite.,0.9570738077163696
108,a man standing in a field flying a blue kite.,0.93243008852005
109,a man holding a little girl on a swing.,0.939446747303009
11,a man wearing glasses and a black shirt and tie.,0.9226906895637512
110,a group of kites flying in the blue sky.,0.9687682390213013
111,a green clock tower in front of a street.,0.9018653631210327
112,a baseball player holding a bat on a field.,0.9825008511543274
113,a baseball player holding a bat on a field.,0.9997780919075012
114,a baseball player holding a bat on a field.,0.9920068383216858
115,a young man in a baseball uniform holding a bat.,0.9678645730018616
116,a baseball player holding a bat on a field.,0.9986557364463806
117,a man is swinging a stick at a large object.,0.8513796925544739
118,a person is holding a pizza on a pan.,0.9546483159065247
119,a group of people standing on a tennis court.,0.9999154210090637
12,a couple of people riding a motorcycle on a highway.,0.853563129901886
120,a young boy swinging a tennis racket at a tennis ball.,0.9911283254623413
121,a group of people standing outside of a building.,0.935075044631958
122,a cup of coffee sitting next to a vase.,0.9995670914649963
123,a man wearing an orange outfit walking in the grass with a stick.,0.8720818161964417
124,a large crowd of people in front of a building with a clock tower.,0.9863523840904236
125,a woman brushing a cat's teeth with a brush.,0.9360489249229431
126,a large building with a clock tower on top of it.,0.9991682171821594
127,a group of stuffed animals sitting on top of each other.,0.994880199432373
128,a narrow street with yellow buildings and a clock tower.,0.8784545660018921
129,a vase filled with white flowers and a doll.,0.9870828986167908
13,a row of motorcycles parked on the side of a street.,0.9905778765678406
130,a white vase filled with purple flowers in front of a window.,0.9333043098449707
131,a man holding a pair of scissors in his hands.,0.9570895433425903
132,a pair of scissors and other office supplies on a table.,0.8802611231803894
133,a group of people sitting at a table.,0.9080907702445984
134,a woman standing next to a group of people.,0.9957417249679565
135,a group of people sitting around a table with wine bottles.,0.9929670691490173
136,a man holding a wine glass in a room.,0.9615671634674072
